,MaterialKey,Total
2871,70003371,0.0
2872,70003372,0.0
2873,70003373,0.0
2874,70003374,0.0
2875,70003375,0.0
2876,70003376,0.0
2877,70003377,1.0
2878,70003378,2.0
2879,70003379,0.0
2880,70003381,0.0
2881,70003382,0.0
2882,70003383,0.0
2883,70003386,276.0
2884,70003387,32.0
2885,70003388,0.0
2886,70003389,0.0
2887,70003393,0.0
2888,70003395,0.0
2889,70003396,1200.0
2890,70003401,8.0
2891,70003402,0.0
2892,70003405,28.0
2893,70003406,0.0
2894,70003409,0.0
2895,70003411,0.0
2896,70003412,0.0
2897,70003413,0.0
2898,70003415,0.0
2899,70003416,0.0
2900,70003417,40.0
2901,70003419,0.0
2902,70003420,0.0
2903,70003421,0.0
2904,70003422,400.0
2905,70003423,0.0
2906,70003424,0.0
2907,70003426,0.0
2908,70003428,1710.0
2909,70003429,0.0
2910,70003430,0.0
2911,70003433,0.0
2912,70003437,0.0
2913,70003439,0.0
2914,70003441,0.0
2915,70003443,0.0
2916,70003444,11.0
2917,70003447,0.0
2918,70003448,0.0
2919,70003449,0.0
2920,70003450,0.0
2921,70003451,0.0
2922,70003454,0.0
2923,70003455,0.0
2924,70003457,0.0
2925,70003459,0.0
2926,70003460,8.0
2927,70003461,0.0
2928,70003463,0.0
2929,70003465,2.0
2930,70003469,0.0
2931,70003470,15.0
2932,70003472,0.0
2933,70003473,672.0
2934,70003474,0.0
2935,70003475,0.0
2936,70003476,360.0
2937,70003477,0.0
2938,70003478,255.0
2939,70003479,50.0
2940,70003480,0.0
2941,70003481,38.0
2942,70003482,0.0
2943,70003483,1.0
2944,70003484,0.0
2945,70003485,0.0
2946,70003487,0.0
2947,70003495,0.0
2948,70003497,0.0
2949,70003498,0.0
2950,70003499,0.0
2951,70003500,0.0
2952,70003501,0.0
2953,70003502,0.0
2954,70003503,365.0
2955,70003504,0.0
2956,70003506,6.0
2957,70003507,4.0
2958,70003510,0.0
2959,70003511,0.0
2960,70003513,0.0
2961,70003514,0.0
2962,70003517,540.0
2963,70003518,147.0
2964,70003524,0.0
2965,70003525,1250.0
2966,70003526,500.0
2967,70003527,0.0
2968,70003528,10.0
2969,70003529,0.0
2970,70003530,0.0
2971,70003531,90.0
2972,70003533,0.0
2973,70003534,0.0
2974,70003536,0.0
2975,70003537,0.0
2976,70003538,0.0
2977,70003539,0.0
2978,70003540,0.0
2979,70003541,0.0
2980,70003543,72.0
2981,70003546,0.0
2982,70003549,0.0
2983,70003550,0.0
2984,70003552,4200.0
2985,70003555,2.0
2986,70003556,0.0
2987,70003557,0.0
2988,70003558,0.0
2989,70003559,0.0
2990,70003561,0.0
2991,70003562,0.0
2992,70003563,0.0
2993,70003564,0.0
2994,70003565,0.0
2995,70003566,3808.0
2996,70003567,1792.0
2997,70003568,0.0
2998,70003569,1120.0
2999,70003570,1.0
3000,70003572,0.0
3001,70003573,0.0
3002,70003575,0.0
3003,70003578,0.0
3004,70003579,0.0
3005,70003580,0.0
3006,70003582,18.0
3007,70003586,0.0
3008,70003588,0.0
3009,70003589,0.0
3010,70003591,0.0
3011,70003593,919.0
3012,70003595,7.0
3013,70003600,0.0
3014,70003601,3.0
3015,70003602,0.0
3016,70003603,0.0
3017,70003604,0.0
3018,70003605,0.0
3019,70003606,3.0
3020,70003608,640.0
3021,70003609,0.0
3022,70003610,0.0
3023,70003611,8.0
3024,70003612,5.0
3025,70003613,0.0
3026,70003614,130.0
3027,70003615,0.0
3028,70003616,7.0
3029,70003617,7.0
3030,70003618,16.0
3031,70003621,0.0
3032,70003623,0.0
3033,70003626,0.0
3034,70003628,0.0
3035,70003629,0.0
3036,70003630,10.0
3037,70003631,0.0
3038,70003633,0.0
3039,70003634,0.0
3040,70003635,0.0
3041,70003636,0.0
3042,70003639,0.0
3043,70003641,0.0
3044,70003642,0.0
3045,70003643,135.0
3046,70003644,0.0
3047,70003646,800.0
3048,70003648,0.0
3049,70003649,2.0
3050,70003650,2.0
3051,70003651,6.0
3052,70003652,320.0
3053,70003653,0.0
3054,70003654,1340.0
3055,70003655,1088.0
3056,70003656,5150.0
3057,70003657,0.0
3058,70003663,0.0
3059,70003665,0.0
3060,70003666,294.0
3061,70003668,0.0
3062,70003669,0.0
3063,70003672,1600.0
3064,70003673,0.0
3065,70003674,0.0
3066,70003675,0.0
3067,70003676,337.0
3068,70003677,130.0
3069,70003678,0.0
3070,70003679,0.0
3071,70003680,0.0
3072,70003682,0.0
3073,70003684,0.0
3074,70003685,0.0
3075,70003686,0.0
3076,70003687,0.0
3077,70003688,0.0
3078,70003691,9.0
3079,70003692,0.0
3080,70003693,0.0
3081,70003694,0.0
3082,70003696,0.0
3083,70003697,0.0
3084,70003698,0.0
3085,70003699,110.0
3086,70003700,55.0
3087,70003702,18.0
3088,70003703,966.0
3089,70003704,12.0
3090,70003708,0.0
3091,70003709,20.0
3092,70003710,4.0
3093,70003712,0.0
3094,70003713,172.0
3095,70003714,0.0
3096,70003716,0.0
3097,70003719,180.0
3098,70003720,0.0
3099,70003721,0.0
3100,70003727,0.0
3101,70003728,205.0
3102,70003729,0.0
3103,70003730,0.0
3104,70003732,3.0
3105,70003733,0.0
3106,70003735,0.0
3107,70003736,1319.0
3108,70003737,0.0
3109,70003741,0.0
3110,70003744,0.0
3111,70003748,0.0
3112,70003749,0.0
3113,70003751,0.0
3114,70003752,0.0
3115,70003753,0.0
3116,70003754,18.0
3117,70003755,0.0
3118,70003756,1440.0
3119,70003757,0.0
3120,70003758,638.0
3121,70003759,0.0
3122,70003760,0.0
3123,70003763,0.0
3124,70003764,3.0
3125,70003766,78.0
3126,70003769,12.0
3127,70003770,17.0
3128,70003773,18.0
3129,70003775,1200.0
3130,70003776,0.0
3131,70003778,15.0
3132,70003781,3510.0
3133,70003787,0.0
3134,70003788,0.0
3135,70003790,0.0
3136,70003791,12.0
3137,70003793,111.0
3138,70003794,6.0
3139,70003795,60.0
3140,70003796,500.0
3141,70003797,500.0
3142,70003798,0.0
3143,70003799,0.0
3144,70003803,0.0
3145,70003805,0.0
3146,70003806,4.0
3147,70003807,0.0
3148,70003808,4.0
3149,70003812,0.0
3150,70003813,0.0
3151,70003816,0.0
3152,70003817,0.0
3153,70003819,0.0
3154,70003820,0.0
3155,70003822,4.0
3156,70003824,3.0
3157,70003825,0.0
3158,70003826,2.0
3159,70003827,0.0
3160,70003830,0.0
3161,70003831,0.0
3162,70003834,20.0
3163,70003838,0.0
3164,70003839,0.0
3165,70003843,0.0
3166,70003844,50.0
3167,70003845,0.0
3168,70003846,350.0
3169,70003848,0.0
3170,70003849,0.0
3171,70003851,360.0
3172,70003852,180.0
3173,70003855,0.0
3174,70003856,0.0
3175,70003857,0.0
3176,70003858,0.0
3177,70003861,0.0
3178,70003866,0.0
3179,70003868,0.0
3180,70003869,0.0
3181,70003870,17280.0
3182,70003871,13.0
3183,70003872,0.0
3184,70003873,0.0
3185,70003875,0.0
3186,70003877,400.0
3187,70003879,1445.0
3188,70003882,47.0
3189,70003883,2160.0
3190,70003884,0.0
3191,70003885,0.0
3192,70003886,1344.0
3193,70003887,75.0
3194,70003888,20.0
3195,70003889,0.0
3196,70003890,0.0
3197,70003892,0.0
3198,70003893,0.0
3199,70003894,0.0
3200,70003895,11600.0
3201,70003896,0.0
3202,70003897,7440.0
3203,70003898,0.0
3204,70003903,0.0
3205,70003904,0.0
3206,70003906,0.0
3207,70003907,0.0
3208,70003910,0.0
3209,70003915,0.0
3210,70003918,0.0
3211,70003919,0.0
3212,70003920,0.0
3213,70003921,200.0
3214,70003922,768.0
3215,70003924,500.0
3216,70003927,0.0
3217,70003929,0.0
3218,70003930,58.0
3219,70003932,0.0
3220,70003936,241.0
3221,70003937,113.0
3222,70003938,0.0
3223,70003939,0.0
3224,70003940,0.0
3225,70003941,2100.0
3226,70003942,300.0
3227,70003943,0.0
3228,70003944,0.0
3229,70003947,0.0
3230,70003948,0.0
3231,70003949,167.0
3232,70003950,0.0
3233,70003951,0.0
3234,70003953,0.0
3235,70003957,3744.0
3236,70003958,0.0
3237,70003959,1536.0
3238,70003960,0.0
3239,70003961,0.0
3240,70003962,500.0
3241,70003963,77.0
3242,70003964,48.0
3243,70003965,906.0
3244,70003966,0.0
3245,70003967,300.0
3246,70003970,1820.0
3247,70003971,0.0
3248,70003972,0.0
3249,70003974,0.0
3250,70003976,970.0
3251,70003978,0.0
3252,70003979,172.0
3253,70003982,0.0
3254,70003983,0.0
3255,70003984,0.0
3256,70003991,0.0
3257,70003994,0.0
3258,70003995,1667.0
3259,70003996,0.0
3260,70003997,0.0
3261,70003998,0.0
3262,70003999,0.0
3263,70004001,45.0
3264,70004002,15.0
3265,70004004,0.0
3266,70004005,0.0
3267,70004006,0.0
3268,70004007,0.0
3269,70004008,0.0
3270,70004009,0.0
3271,70004010,7.0
3272,70004011,0.0
3273,70004012,10.0
3274,70004013,0.0
3275,70004016,0.0
3276,70004017,0.0
3277,70004018,0.0
3278,70004019,0.0
3279,70004020,0.0
3280,70004029,395.0
3281,70004032,0.0
3282,70004033,0.0
3283,70004035,300.0
3284,70004037,1765.0
3285,70004038,830.0
3286,70004039,0.0
3287,70004040,0.0
3288,70004044,2.0
3289,70004045,0.0
3290,70004048,0.0
3291,70004049,0.0
3292,70004050,0.0
3293,70004051,0.0
3294,70004057,0.0
3295,70004058,0.0
3296,70004059,0.0
3297,70004060,50.0
3298,70004061,0.0
3299,70004062,7800.0
3300,70004063,0.0
3301,70004064,0.0
3302,70004066,0.0
3303,70004070,0.0
3304,70004071,0.0
3305,70004073,0.0
3306,70004075,450.0
3307,70004076,80.0
3308,70004077,0.0
3309,70004079,0.0
3310,70004080,0.0
3311,70004081,0.0
3312,70004082,44.0
3313,70004083,220.0
3314,70004085,0.0
3315,70004086,0.0
3316,70004087,18.0
3317,70004088,0.0
3318,70004092,1.0
3319,70004095,1626.0
3320,70004096,0.0
3321,70004101,9.0
3322,70004103,2640.0
3323,70004104,210.0
3324,70004106,375.0
3325,70004108,0.0
3326,70004112,0.0
3327,70004114,30.0
3328,70004115,2.0
3329,70004116,0.0
3330,70004117,144.0
3331,70004118,0.0
3332,70004119,0.0
3333,70004120,0.0
3334,70004123,12.0
3335,70004127,0.0
3336,70004133,0.0
3337,70004136,8.0
3338,70004139,0.0
3339,70004141,0.0
3340,70004142,0.0
3341,70004143,0.0
3342,70004144,0.0
3343,70004145,24.0
3344,70004146,0.0
3345,70004148,0.0
3346,70004149,0.0
3347,70004150,5.0
3348,70004151,0.0
3349,70004153,0.0
3350,70004154,94.0
3351,70004155,1.0
3352,70004156,90.0
3353,70004157,45.0
3354,70004159,420.0
3355,70004163,0.0
3356,70004164,0.0
3357,70004165,31.0
3358,70004166,0.0
3359,70004167,0.0
3360,70004169,0.0
3361,70004170,0.0
3362,70004180,0.0
3363,70004181,0.0
3364,70004183,0.0
3365,70004184,209.0
3366,70004185,46.0
3367,70004186,0.0
3368,70004187,4.0
3369,70004188,0.0
3370,70004189,0.0
3371,70004191,0.0
3372,70004192,0.0
3373,70004194,0.0
3374,70004197,0.0
3375,70004198,0.0
3376,70004200,0.0
3377,70004201,0.0
3378,70004205,3.0
3379,70004207,15.0
3380,70004211,0.0
3381,70004212,118.0
3382,70004215,0.0
3383,70004216,400.0
3384,70004217,300.0
3385,70004218,0.0
3386,70004220,0.0
3387,70004221,0.0
3388,70004223,0.0
3389,70004225,0.0
3390,70004228,0.0
3391,70004233,0.0
3392,70004234,0.0
3393,70004235,72.0
3394,70004236,72.0
3395,70004237,0.0
3396,70004238,0.0
3397,70004239,0.0
3398,70004240,0.0
3399,70004241,0.0
3400,70004242,50.0
3401,70004246,0.0
3402,70004248,0.0
3403,70004249,0.0
3404,70004250,0.0
3405,70004251,0.0
3406,70004253,0.0
3407,70004256,0.0
3408,70004257,200.0
3409,70004258,0.0
3410,70004259,42.0
3411,70004260,108.0
3412,70004261,480.0
3413,70004262,150.0
3414,70004263,0.0
3415,70004264,6.0
3416,70004265,0.0
3417,70004266,0.0
3418,70004267,84.0
3419,70004268,180.0
3420,70004269,25.0
3421,70004270,0.0
3422,70004271,105.0
3423,70004272,0.0
3424,70004273,10.0
3425,70004275,0.0
3426,70004276,2200.0
3427,70004277,378.0
3428,70004278,224.0
3429,70004279,0.0
3430,70004280,30.0
3431,70004281,0.0
3432,70004282,0.0
3433,70004283,174.0
3434,70004285,0.0
3435,70004289,0.0
3436,70004290,2.0
3437,70004293,0.0
3438,70004294,875.0
3439,70004295,6480.0
3440,70004296,1860.0
3441,70004297,450.0
3442,70004298,0.0
3443,70004299,4.0
3444,70004301,0.0
3445,70004302,4.0
3446,70004308,0.0
3447,70004309,175.0
3448,70004314,0.0
3449,70004315,1700.0
3450,70004316,60.0
3451,70004317,120.0
3452,70004318,258.0
3453,70004319,84.0
3454,70004320,0.0
3455,70004321,180.0
3456,70004322,0.0
3457,70004323,0.0
3458,70004325,0.0
3459,70004326,344.0
3460,70004327,0.0
3461,70004328,0.0
3462,70004331,0.0
3463,70004332,0.0
3464,70004333,5600.0
3465,70004334,43400.0
3466,70004335,0.0
3467,70004336,22700.0
3468,70004337,6900.0
3469,70004338,0.0
3470,70004339,900.0
3471,70004340,0.0
3472,70004342,0.0
3473,70004344,200.0
3474,70004345,0.0
3475,70004346,0.0
3476,70004347,100.0
3477,70004348,0.0
3478,70004349,0.0
3479,70004350,0.0
3480,70004353,0.0
3481,70004355,0.0
3482,70004356,0.0
3483,70004357,22.0
3484,70004358,34.0
3485,70004359,29.0
3486,70004360,0.0
3487,70004361,0.0
3488,70004362,0.0
3489,70004364,0.0
3490,70004366,2450.0
3491,70004367,640.0
3492,70004368,0.0
3493,70004371,0.0
3494,70004372,0.0
3495,70004375,0.0
3496,70004376,0.0
3497,70004377,0.0
3498,70004378,0.0
3499,70004380,0.0
3500,70004382,250.0
3501,70004383,8.0
3502,70004384,0.0
3503,70004388,0.0
3504,70004389,0.0
3505,70004390,72.0
3506,70004397,0.0
3507,70004398,24.0
3508,70004399,0.0
3509,70004400,0.0
3510,70004401,98.0
3511,70004403,100.0
3512,70004405,0.0
3513,70004406,53.0
3514,70004410,0.0
3515,70004413,0.0
3516,70004414,0.0
3517,70004415,0.0
3518,70004418,0.0
3519,70004419,0.0
3520,70004420,0.0
3521,70004422,0.0
3522,70004423,0.0
3523,70004424,240.0
3524,70004425,210.0
3525,70004426,1800.0
3526,70004427,0.0
3527,70004429,50.0
3528,70004430,0.0
3529,70004431,0.0
3530,70004433,480.0
3531,70004439,308.0
3532,70004441,0.0
3533,70004442,0.0
3534,70004444,0.0
3535,70004445,0.0
3536,70004446,3.0
3537,70004447,0.0
3538,70004448,16.0
3539,70004451,0.0
3540,70004454,20.0
3541,70004455,0.0
3542,70004456,375.0
3543,70004457,1650.0
3544,70004459,0.0
3545,70004460,0.0
3546,70004461,14.0
3547,70004462,0.0
3548,70004463,0.0
3549,70004465,0.0
3550,70004466,0.0
3551,70004467,0.0
3552,70004471,0.0
3553,70004473,404.0
3554,70004475,0.0
3555,70004476,200.0
3556,70004477,99.0
3557,70004479,0.0
3558,70004481,15.0
3559,70004484,0.0
3560,70004485,0.0
3561,70004486,0.0
3562,70004489,0.0
3563,70004493,0.0
3564,70004494,0.0
3565,70004495,0.0
3566,70004497,50.0
3567,70004500,0.0
3568,70004507,0.0
3569,70004508,0.0
3570,70004509,0.0
3571,70004510,0.0
3572,70004511,0.0
3573,70004512,0.0
3574,70004513,0.0
3575,70004514,0.0
3576,70004515,0.0
3577,70004516,0.0
3578,70004517,0.0
3579,70004518,0.0
3580,70004520,0.0
3581,70004522,4160.0
3582,70004523,0.0
3583,70004524,0.0
3584,70004530,0.0
3585,70004534,1036.0
3586,70004535,100.0
3587,70004537,5.0
3588,70004538,40.0
3589,70004539,24.0
3590,70004544,0.0
3591,70004546,0.0
3592,70004547,36.0
3593,70004548,170.0
3594,70004550,4000.0
3595,70004551,0.0
3596,70004552,0.0
3597,70004556,0.0
3598,70004557,0.0
3599,70004562,0.0
3600,70004563,0.0
3601,70004564,0.0
3602,70004566,22.0
3603,70004567,2.0
3604,70004568,0.0
3605,70004570,0.0
3606,70004571,17.0
3607,70004572,0.0
3608,70004573,0.0
3609,70004575,0.0
3610,70004576,7200.0
3611,70004577,15.0
3612,70004578,0.0
3613,70004579,1.0
3614,70004581,0.0
3615,70004582,0.0
3616,70004587,0.0
3617,70004590,5.0
3618,70004591,4080.0
3619,70004592,0.0
3620,70004593,0.0
3621,70004594,0.0
3622,70004595,0.0
3623,70004597,264.0
3624,70004598,0.0
3625,70004599,0.0
3626,70004604,0.0
3627,70004608,0.0
3628,70004609,0.0
3629,70004610,2.0
3630,70004612,0.0
3631,70004613,0.0
3632,70004614,0.0
3633,70004616,5.0
3634,70004618,0.0
3635,70004619,0.0
3636,70004620,0.0
3637,70004638,0.0
3638,70004643,46.0
3639,70004645,28.0
3640,70004649,14.0
3641,70004651,8.0
3642,70004653,0.0
3643,70004655,0.0
3644,70004656,3500.0
3645,70004658,1.0
3646,70004659,0.0
3647,70004660,0.0
3648,70004662,0.0
3649,70004663,0.0
3650,70004665,6.0
3651,70004670,0.0
3652,70004672,30.0
3653,70004673,0.0
3654,70004674,6.0
3655,70004675,360.0
3656,70004676,0.0
3657,70004677,0.0
3658,70004678,0.0
3659,70004679,0.0
3660,70004680,306.0
3661,70004681,2.0
3662,70004682,96.0
3663,70004683,0.0
3664,70004684,0.0
3665,70004686,20.0
3666,70004689,0.0
3667,70004690,0.0
3668,70004691,2.0
3669,70004692,0.0
3670,70004693,0.0
3671,70004694,0.0
3672,70004695,0.0
3673,70004696,0.0
3674,70004697,0.0
3675,70004698,0.0
3676,70004699,0.0
3677,70004700,0.0
3678,70004701,0.0
3679,70004702,1512.0
3680,70004703,0.0
3681,70004704,0.0
3682,70004705,0.0
3683,70004706,0.0
3684,70004707,0.0
3685,70004708,0.0
3686,70004711,9.0
3687,70004712,4.0
3688,70004716,2.0
3689,70004719,0.0
3690,70004720,0.0
3691,70004725,21.0
3692,70004726,600.0
3693,70004727,0.0
3694,70004729,11.0
3695,70004730,0.0
3696,70004731,3.0
3697,70004732,286.0
3698,70004733,0.0
3699,70004734,0.0
3700,70004736,9680.0
3701,70004737,4.0
3702,70004738,2.0
3703,70004739,0.0
3704,70004742,0.0
3705,70004744,0.0
3706,70004745,0.0
3707,70004747,0.0
3708,70004752,0.0
3709,70004753,0.0
3710,70004754,0.0
3711,70004756,344.0
3712,70004757,90.0
3713,70004759,210.0
3714,70004760,0.0
3715,70004761,0.0
3716,70004762,0.0
3717,70004765,0.0
3718,70004767,0.0
3719,70004768,0.0
3720,70004769,960.0
3721,70004770,90.0
3722,70004771,20.0
3723,70004772,90.0
3724,70004773,8.0
3725,70004777,0.0
3726,70004778,0.0
3727,70004780,0.0
3728,70004781,13.0
3729,70004782,0.0
3730,70004783,18.0
3731,70004786,300.0
3732,70004787,0.0
3733,70004788,0.0
3734,70004789,0.0
3735,70004790,0.0
3736,70004796,0.0
3737,70004797,127.0
3738,70004804,0.0
3739,70004805,0.0
3740,70004806,0.0
3741,70004807,0.0
3742,70004808,0.0
3743,70004820,0.0
3744,70004822,0.0
3745,70004823,23.0
3746,70004825,0.0
3747,70004826,0.0
3748,70004827,1.0
3749,70004828,55.0
3750,70004832,1.0
3751,70004834,0.0
3752,70004835,2.0
3753,70004836,0.0
3754,70004837,0.0
3755,70004840,200.0
3756,70004841,0.0
3757,70004842,0.0
3758,70004843,3.0
3759,70004844,0.0
3760,70004847,0.0
3761,70004850,0.0
3762,70004851,0.0
3763,70004852,0.0
3764,70004853,480.0
3765,70004855,152.0
3766,70004859,0.0
3767,70004860,3.0
3768,70004861,0.0
3769,70004862,0.0
3770,70004863,52.0
3771,70004868,45.0
3772,70004882,0.0
3773,70004883,220.0
3774,70004886,20.0
3775,70004888,26.0
3776,70004890,0.0
3777,70004892,0.0
3778,70004893,7.0
3779,70004894,0.0
3780,70004895,0.0
3781,70004902,0.0
3782,70004906,0.0
3783,70004907,0.0
3784,70004908,0.0
3785,70004909,0.0
3786,70004910,0.0
3787,70004911,0.0
3788,70004915,0.0
3789,70004916,0.0
3790,70004921,5.0
3791,70004923,450.0
3792,70004924,250.0
3793,70004925,90.0
3794,70004926,3456.0
3795,70004927,11136.0
3796,70004929,0.0
3797,70004931,0.0
3798,70004932,0.0
3799,70004933,0.0
3800,70004935,75.0
3801,70004936,30.0
3802,70004938,48.0
3803,70004939,0.0
3804,70004941,0.0
3805,70004944,0.0
3806,70004954,0.0
3807,70004965,7.0
3808,70004972,0.0
3809,70004977,111.0
3810,70004978,525.0
3811,70004979,0.0
3812,70004980,0.0
3813,70004982,0.0
3814,70004984,0.0
3815,70004986,30.0
3816,70004992,11.0
3817,70004993,5400.0
3818,70004994,12000.0
3819,70005003,0.0
3820,70005004,0.0
3821,70005013,273.0
3822,70005014,110.0
3823,70005015,230.0
3824,70005016,0.0
3825,70005017,50.0
3826,70005020,5500.0
3827,70005026,50.0
3828,70005028,275.0
3829,70005035,0.0
3830,70005039,0.0
3831,70005040,0.0
3832,70005047,0.0
3833,70005060,0.0
3834,70005061,0.0
3835,70005062,0.0
3836,70005063,0.0
3837,70005064,0.0
3838,70005065,0.0
3839,70005067,34.0
3840,70005069,0.0
3841,70005071,12.0
3842,70005072,0.0
3843,70005073,0.0
3844,70005074,0.0
3845,70005075,0.0
3846,70005076,0.0
3847,70005079,0.0
3848,70005084,0.0
3849,70005087,0.0
3850,70005088,0.0
3851,70005092,0.0
3852,70005093,0.0
3853,70005094,0.0
3854,70005096,0.0
3855,70005097,0.0
3856,70005098,0.0
3857,70005099,0.0
3858,70005100,0.0
3859,70005103,0.0
3860,70005104,0.0
3861,70005105,0.0
3862,70005109,0.0
3863,70005110,0.0
3864,70005112,0.0
3865,70005113,0.0
3866,70005114,0.0
3867,70005119,0.0
3868,70005120,1.0
3869,70005121,304.0
3870,70005128,0.0
3871,70005131,0.0
3872,70005134,144.0
3873,70005147,0.0
3874,70005148,2270.0
3875,70005150,0.0
3876,70005153,0.0
3877,70005158,0.0
3878,70005161,0.0
3879,70005162,0.0
3880,70005167,0.0
3881,70005170,0.0
3882,70005174,0.0
3883,70005177,4900.0
3884,70005182,0.0
3885,70005185,4900.0
3886,70005187,0.0
3887,70005188,0.0
3888,70005189,50.0
3889,70005197,0.0
3890,70005202,0.0
3891,70005208,0.0
3892,70005209,0.0
3893,70005210,384.0
3894,70005215,0.0
3895,70005219,0.0
3896,70005220,0.0
3897,70005224,0.0
3898,70005225,0.0
3899,70005226,0.0
3900,70005227,0.0
3901,70005229,14.0
3902,70005230,0.0
3903,70005231,0.0
3904,70005232,185.0
3905,70005233,0.0
3906,70005235,820.0
3907,70005243,0.0
3908,70005244,0.0
3909,70005252,90.0
3910,70005253,0.0
3911,70005255,8.0
3912,70005257,0.0
3913,70005258,0.0
3914,70005261,0.0
3915,70005264,443.0
3916,70005268,60.0
3917,70005271,0.0
3918,70005272,0.0
3919,70005273,0.0
3920,70005274,0.0
3921,70005275,0.0
3922,70005284,80.0
3923,70005287,0.0
3924,70005291,36.0
3925,70005293,0.0
3926,70005294,0.0
3927,70005295,0.0
3928,70005298,0.0
3929,70005299,0.0
3930,70005300,0.0
3931,70005301,0.0
3932,70005302,0.0
3933,70005303,0.0
3934,70005304,0.0
3935,70005306,0.0
3936,70005307,0.0
3937,70005308,0.0
3938,70005309,0.0
3939,70005310,0.0
3940,70005311,0.0
3941,70005312,0.0
3942,70005325,0.0
3943,70005331,0.0
3944,70005338,0.0
3945,70005347,0.0
3946,70005352,750.0
3947,70005353,440.0
3948,70005354,0.0
3949,70005355,62.0
3950,70005358,0.0
3951,70005359,0.0
3952,70005360,12.0
3953,70005361,14.0
3954,70005366,0.0
3955,70005368,0.0
3956,70005372,0.0
3957,70005373,0.0
3958,70005374,4.0
3959,70005375,0.0
3960,70005376,2.0
3961,70005377,0.0
3962,70005378,0.0
3963,70005379,0.0
3964,70005380,0.0
3965,70005382,0.0
3966,70005383,0.0
3967,70005385,0.0
3968,70005387,10.0
3969,70005388,0.0
3970,70005390,0.0
3971,70005391,0.0
3972,70005392,0.0
3973,70005393,85.0
3974,70005395,0.0
3975,70005396,0.0
3976,70005397,0.0
3977,70005403,0.0
3978,70005405,0.0
3979,70005409,208.0
3980,70005410,160.0
3981,70005412,0.0
3982,70005413,0.0
3983,70005414,58.0
3984,70005415,52.0
3985,70005419,0.0
3986,70005424,0.0
3987,70005425,0.0
3988,70005426,2915.0
3989,70005428,0.0
3990,70005432,298.0
3991,70005433,34.0
3992,70005434,12460.0
3993,70005436,0.0
3994,70005437,1.0
3995,70005438,5.0
3996,70005440,0.0
3997,70005442,0.0
3998,70005443,0.0
3999,70005445,0.0
4000,70005450,0.0
4001,70005454,2880.0
4002,70005455,8000.0
4003,70005456,998.0
4004,70005466,600.0
4005,70005467,45.0
4006,70005470,0.0
4007,70005471,0.0
4008,70005472,0.0
4009,70005473,0.0
4010,70005474,0.0
4011,70005475,0.0
4012,70005476,20.0
4013,70005477,0.0
4014,70005481,5616.0
4015,70005488,0.0
4016,70005489,0.0
4017,70005496,2.0
4018,70005497,8.0
4019,70005498,59.0
4020,70005499,1.0
4021,70005500,1.0
4022,70005501,2.0
4023,70005502,0.0
4024,70005503,5.0
4025,70005504,7.0
4026,70005505,0.0
4027,70005506,172.0
4028,70005507,2.0
4029,70005508,0.0
4030,70005509,1.0
4031,70005510,5.0
4032,70005511,23.0
4033,70005512,116.0
4034,70005513,4.0
4035,70005514,1.0
4036,70005516,0.0
4037,70005517,35.0
4038,70005518,3.0
4039,70005519,1.0
4040,70005521,4.0
4041,70005522,6.0
4042,70005523,9.0
4043,70005524,3.0
4044,70005525,6.0
4045,70005526,1.0
4046,70005527,18.0
4047,70005528,9.0
4048,70005529,1.0
4049,70005530,0.0
4050,70005531,2.0
4051,70005532,4.0
4052,70005533,1.0
4053,70005534,0.0
4054,70005535,1.0
4055,70005536,42.0
4056,70005537,5.0
4057,70005538,2.0
4058,70005539,5.0
4059,70005540,0.0
4060,70005541,1.0
4061,70005542,0.0
4062,70005544,1.0
4063,70005545,3.0
4064,70005546,0.0
4065,70005547,0.0
4066,70005549,0.0
4067,70005550,0.0
4068,70005551,0.0
4069,70005552,0.0
4070,70005553,0.0
4071,70005554,0.0
4072,70005555,0.0
4073,70005556,0.0
4074,70005557,0.0
4075,70005558,0.0
4076,70005559,0.0
4077,70005560,0.0
4078,70005561,985.0
4079,70005562,0.0
4080,70005563,0.0
4081,70005564,0.0
4082,70005565,0.0
4083,70005566,210.0
4084,70005567,0.0
4085,70005568,0.0
4086,70005569,0.0
4087,70005570,0.0
4088,70005571,30.0
4089,70005573,0.0
4090,70005575,0.0
4091,70005576,0.0
4092,70005577,22.0
4093,70005578,119.0
4094,70005580,0.0
4095,70005581,0.0
4096,70005582,0.0
4097,70005583,0.0
4098,70005584,0.0
4099,70005586,0.0
4100,70005587,0.0
4101,70005589,0.0
4102,70005590,0.0
4103,70005591,0.0
4104,70005592,0.0
4105,70005593,0.0
4106,70005594,0.0
4107,70005595,0.0
4108,70005597,0.0
4109,70005598,0.0
4110,70005599,0.0
4111,70005600,0.0
4112,70005601,0.0
4113,70005603,0.0
4114,70005604,100.0
4115,70005606,0.0
4116,70005607,17.0
4117,70005608,6.0
4118,70005609,0.0
4119,70005611,0.0
4120,70005612,0.0
4121,70005613,0.0
4122,70005614,0.0
4123,70005615,0.0
4124,70005616,0.0
4125,70005618,0.0
4126,70005619,0.0
4127,70005620,0.0
4128,70005621,0.0
4129,70005622,0.0
4130,70005623,0.0
4131,70005624,0.0
4132,70005625,0.0
4133,70005627,0.0
4134,70005628,0.0
4135,70005629,0.0
4136,70005630,450.0
