,MaterialKey,Total
1123,70000822,9.0
1124,70000823,39.0
1125,70000824,0.0
1126,70000825,14.0
1127,70000826,7.0
1128,70000827,26.0
1129,70000828,15.0
1130,70000829,10.0
1131,70000830,16.0
1132,70000831,28.0
1133,70000832,7.0
1134,70000833,3.0
1135,70000834,4.0
1136,70000835,9.0
1137,70000836,11.0
1138,70000837,12.0
1139,70000838,35.0
1140,70000839,9.0
1141,70000840,7.0
1142,70000841,2.0
1143,70000842,75.0
1144,70000843,26.0
1145,70000844,0.0
1146,70000845,25.0
1147,70000846,39.0
1148,70000847,1.0
1149,70000848,209.0
1150,70000849,56.0
1151,70000850,128.0
1152,70000852,26.0
1153,70000853,2.0
1154,70000854,74.0
1155,70000855,14.0
1156,70000856,5.0
1157,70000857,3.0
1158,70000859,0.0
1159,70000860,7.0
1160,70000861,147.0
1161,70000862,3.0
1162,70000863,2.0
1163,70000864,67.0
1164,70000865,5.0
1165,70000867,27.0
1166,70000868,1.0
1167,70000870,0.0
1168,70000871,4.0
1169,70000872,75.0
1170,70000873,4.0
1171,70000874,10.0
1172,70000875,15.0
1173,70000876,11.0
1174,70000877,7.0
1175,70000880,12.0
1176,70000881,0.0
1177,70000886,0.0
1178,70000887,4.0
1179,70000888,7.0
1180,70000890,8.0
1181,70000891,1.0
1182,70000892,0.0
1183,70000893,22.0
1184,70000894,5.0
1185,70000895,6.0
1186,70000896,0.0
1187,70000897,0.0
1188,70000898,2.0
1189,70000899,0.0
1190,70000900,3.0
1191,70000901,6.0
1192,70000902,14.0
1193,70000903,10.0
1194,70000904,2.0
1195,70000905,6.0
1196,70000906,2.0
1197,70000907,5.0
1198,70000908,10.0
1199,70000909,11.0
1200,70000910,11.0
1201,70000911,7.0
1202,70000912,0.0
1203,70000913,4.0
1204,70000914,5.0
1205,70000915,16.0
1206,70000916,1.0
1207,70000917,2.0
1208,70000918,8.0
1209,70000919,1.0
1210,70000920,2.0
1211,70000921,6.0
1212,70000922,0.0
1213,70000923,1.0
1214,70000924,21.0
1215,70000925,3.0
1216,70000926,0.0
1217,70000927,9.0
1218,70000928,4.0
1219,70000929,2.0
1220,70000930,1.0
1221,70000931,1.0
1222,70000932,1.0
1223,70000933,14.0
1224,70000934,15.0
1225,70000938,8.0
1226,70000939,14.0
1227,70000940,4.0
1228,70000941,2.0
1229,70000942,0.0
1230,70000943,4.0
1231,70000944,0.0
1232,70000945,504.0
1233,70000946,0.0
1234,70000949,0.0
1235,70000950,360.0
1236,70000951,0.0
1237,70000952,100.0
1238,70000953,0.0
1239,70000954,0.0
1240,70000955,60.0
1241,70000956,318.0
1242,70000957,0.0
1243,70000958,0.0
1244,70000959,0.0
1245,70000960,240.0
1246,70000963,0.0
1247,70000964,0.0
1248,70000965,0.0
1249,70000966,0.0
1250,70000967,0.0
1251,70000968,0.0
1252,70000970,0.0
1253,70000971,0.0
1254,70000972,0.0
1255,70000973,0.0
1256,70000974,328.0
1257,70000975,0.0
1258,70000976,0.0
1259,70000977,0.0
1260,70000978,0.0
1261,70000979,0.0
1262,70000980,0.0
1263,70000981,0.0
1264,70000982,0.0
1265,70000983,0.0
1266,70000984,0.0
1267,70000985,0.0
1268,70000986,0.0
1269,70000987,0.0
1270,70000988,129.0
1271,70000989,0.0
1272,70000990,4.0
1273,70000992,0.0
1274,70000993,5.0
1275,70000994,0.0
1276,70000996,4800.0
1277,70000997,200.0
1278,70000998,2800.0
1279,70000999,0.0
1280,70001000,0.0
1281,70001001,1500.0
1282,70001004,5040.0
1283,70001006,0.0
1284,70001007,0.0
1285,70001009,0.0
1286,70001010,0.0
1287,70001011,0.0
1288,70001012,0.0
1289,70001013,3.0
1290,70001014,0.0
1291,70001015,50.0
1292,70001016,42.0
1293,70001017,53360.0
1294,70001018,24.0
1295,70001019,0.0
1296,70001020,6.0
1297,70001021,0.0
1298,70001022,0.0
1299,70001025,11.0
1300,70001026,6.0
1301,70001027,30.0
1302,70001028,54.0
1303,70001029,0.0
1304,70001030,1070.0
1305,70001031,1250.0
1306,70001033,0.0
1307,70001034,0.0
1308,70001035,0.0
1309,70001036,275.0
1310,70001037,12.0
1311,70001039,0.0
1312,70001040,0.0
1313,70001041,75.0
1314,70001043,0.0
1315,70001044,0.0
1316,70001045,50.0
1317,70001046,0.0
1318,70001047,0.0
1319,70001048,6.0
1320,70001049,42.0
1321,70001051,1.0
1322,70001052,12.0
1323,70001053,1200.0
1324,70001054,1280.0
1325,70001055,0.0
1326,70001056,0.0
1327,70001057,0.0
1328,70001058,175.0
1329,70001059,20.0
1330,70001060,8.0
1331,70001061,12.0
1332,70001062,0.0
1333,70001063,107.0
1334,70001065,0.0
1335,70001066,0.0
1336,70001069,0.0
1337,70001070,2.0
1338,70001071,6.0
1339,70001072,4.0
1340,70001073,0.0
