Ordem,Material,Denominação,Status,Kanban,Centro,Tipo de ordem,Texto breve,Ordem Venda / Transf,Item OV/Transf,Qtd.teórica,UM básica,Consumos Permitidos,Data modif.,Dt-base início,Data-base fim,Versão prod.,Operação,TxtDesc.Oper.,Status Op.,Centro trabalho,Cadência Máquina (h),Cadência Hora (h),Unid.ValStand.,Capacidade Alocada,Núm.partições,Componente,Denominação componente,Lote,Qtd. componente,UM componente,Co-produto,Reserva,Item reserva,Semana,Ano
1600068286,70024365,"RL CC 8210/000 1000X6,0-10M HA",LIB,,3801,ZNER,CNM Embalagem Rolos,3820010601,70,24,ROL,TRUE,5/13/2021,5/20/2021,5/21/2021,1,10,EMBALAR (VSM),ZLIB,CNMVSMEB,29.867,29.867,H,0.804,1,90301118,ME DISCO CARTÃO 250MM,,48,PL,FALSE,12532420,2,20,2021
1600068286,70024365,"RL CC 8210/000 1000X6,0-10M HA",LIB,,3801,ZNER,CNM Embalagem Rolos,3820010601,70,24,ROL,TRUE,5/13/2021,5/20/2021,5/21/2021,1,10,EMBALAR (VSM),ZLIB,CNMVSMEB,29.867,29.867,H,0.804,1,90301398,ME PALETE HT EURO 1200X800X145 USADAS,,1,PAL,FALSE,12532420,3,20,2021
1600068286,70024365,"RL CC 8210/000 1000X6,0-10M HA",LIB,,3801,ZNER,CNM Embalagem Rolos,3820010601,70,24,ROL,TRUE,5/13/2021,5/20/2021,5/21/2021,1,10,EMBALAR (VSM),ZLIB,CNMVSMEB,29.867,29.867,H,0.804,1,90303095,ME PF KORK TRITTSCHALLDÄMMUNG 10X1M 6MM,,24,UN,FALSE,12532420,4,20,2021
1600068286,70024365,"RL CC 8210/000 1000X6,0-10M HA",LIB,,3801,ZNER,CNM Embalagem Rolos,3820010601,70,24,ROL,TRUE,5/13/2021,5/20/2021,5/21/2021,1,10,EMBALAR (VSM),ZLIB,CNMVSMEB,29.867,29.867,H,0.804,1,90301201,ME PLACA CARTÃO 1300X950,,3,PL,FALSE,12532420,5,20,2021
1600070709,70024642,"RL CC 8244/000 1000X2,0-25M 05",LIB,,3801,ZNER,CNM Embalagem Rolos,3820010799,30,156,ROL,TRUE,5/13/2021,5/21/2021,5/22/2021,1,10,EMBALAR EM BRANCOS,ZLIB,CNMVSMEB,53.76,53.76,H,2.902,1,90300515,ME PALETE HT 1200X800X131,,6,PAL,FALSE,12956105,1,20,2021
1600070709,70024642,"RL CC 8244/000 1000X2,0-25M 05",LIB,,3801,ZNER,CNM Embalagem Rolos,3820010799,30,156,ROL,TRUE,5/13/2021,5/21/2021,5/22/2021,1,10,EMBALAR EM BRANCOS,ZLIB,CNMVSMEB,53.76,53.76,H,2.902,1,70000050,"RL CC 8244/000 1000X2,0-25M NE",,156,ROL,FALSE,12956105,2,20,2021
1600070711,70024643,"RL CC 8244/000 1000X5,0-15M 15",LIB,,3801,ZNER,CNM Embalagem Rolos,3820010799,40,16,ROL,TRUE,5/13/2021,5/21/2021,5/22/2021,1,10,EMBALAR EM BRANCOS,ZLIB,CNMVSMEB,47.787,47.787,H,0.335,1,90301124,ME DISCO CARTÃO 280MM,,32,UN,FALSE,12956106,2,20,2021
1600070711,70024643,"RL CC 8244/000 1000X5,0-15M 15",LIB,,3801,ZNER,CNM Embalagem Rolos,3820010799,40,16,ROL,TRUE,5/13/2021,5/21/2021,5/22/2021,1,10,EMBALAR EM BRANCOS,ZLIB,CNMVSMEB,47.787,47.787,H,0.335,1,90300515,ME PALETE HT 1200X800X131,,1,PAL,FALSE,12956106,1,20,2021
1600070711,70024643,"RL CC 8244/000 1000X5,0-15M 15",LIB,,3801,ZNER,CNM Embalagem Rolos,3820010799,40,16,ROL,TRUE,5/13/2021,5/21/2021,5/22/2021,1,10,EMBALAR EM BRANCOS,ZLIB,CNMVSMEB,47.787,47.787,H,0.335,1,70008969,"RL CC 8244/000 1000X5,0-15M NE",,16,ROL,FALSE,12956106,3,20,2021
1600070713,70024644,"RL CC 8244/000 1000X6,0-15M 03",LIB,,3801,ZNER,CNM Embalagem Rolos,3820010799,50,12,ROL,TRUE,5/13/2021,5/21/2021,5/22/2021,1,10,EMBALAR EM BRANCOS,ZLIB,CNMVSMEB,39.822,39.822,H,0.301,1,90301125,ME DISCO CARTÃO 350MM,,24,PL,FALSE,12956107,2,20,2021
1600070713,70024644,"RL CC 8244/000 1000X6,0-15M 03",LIB,,3801,ZNER,CNM Embalagem Rolos,3820010799,50,12,ROL,TRUE,5/13/2021,5/21/2021,5/22/2021,1,10,EMBALAR EM BRANCOS,ZLIB,CNMVSMEB,39.822,39.822,H,0.301,1,90300515,ME PALETE HT 1200X800X131,,1,PAL,FALSE,12956107,1,20,2021
1600070713,70024644,"RL CC 8244/000 1000X6,0-15M 03",LIB,,3801,ZNER,CNM Embalagem Rolos,3820010799,50,12,ROL,TRUE,5/13/2021,5/21/2021,5/22/2021,1,10,EMBALAR EM BRANCOS,ZLIB,CNMVSMEB,39.822,39.822,H,0.301,1,70000080,"RL CC 8244/000 1000X6,0-15M NE",,12,ROL,FALSE,12956107,3,20,2021
1600069805,70004321,"RL CC 8210/000 1000X4,0-10M PA",LIB,,3801,ZNER,CNM Embalagem Rolos,3820010927,50,80,ROL,TRUE,5/13/2021,5/20/2021,5/21/2021,1,10,EMBALAR EM BRANCOS,ZLIB,CNMVSMEB,33.6,33.6,H,2.381,1,70006560,"RL CC 8210/000 1000X4,0-10M NE",,80,ROL,FALSE,12812889,3,20,2021
1600069805,70004321,"RL CC 8210/000 1000X4,0-10M PA",LIB,,3801,ZNER,CNM Embalagem Rolos,3820010927,50,80,ROL,TRUE,5/13/2021,5/20/2021,5/21/2021,1,10,EMBALAR EM BRANCOS,ZLIB,CNMVSMEB,33.6,33.6,H,2.381,1,90300511,ME PALETE HT 1100X1100X131,,3,PAL,FALSE,12812889,2,20,2021
1600069805,70004321,"RL CC 8210/000 1000X4,0-10M PA",LIB,,3801,ZNER,CNM Embalagem Rolos,3820010927,50,80,ROL,TRUE,5/13/2021,5/20/2021,5/21/2021,1,10,EMBALAR EM BRANCOS,ZLIB,CNMVSMEB,33.6,33.6,H,2.381,1,90300616,ME CX (F) 1020X530X430 19605,,20,CX,FALSE,12812889,1,20,2021
1600047732,70000740,"RL CC 8244/000 1220X5,8-15,25M 00",LIB,,3801,ZNER,CNM Embalagem Rolos,3823000279,50,240,ROL,TRUE,5/13/2021,5/21/2021,5/22/2021,1,10,EMBALAR EM BRANCOS,ZLIB,CNMVSMEB,40.52,40.52,H,5.923,1,90300941,ME PF QEP INSTRUÇÕES 711358,,240,UN,FALSE,9405299,3,20,2021
1600047732,70000740,"RL CC 8244/000 1220X5,8-15,25M 00",LIB,,3801,ZNER,CNM Embalagem Rolos,3823000279,50,240,ROL,TRUE,5/13/2021,5/21/2021,5/22/2021,1,10,EMBALAR EM BRANCOS,ZLIB,CNMVSMEB,40.52,40.52,H,5.923,1,90301120,ME DISCO CARTÃO QEP S/IMP 345MM,,240,PL,FALSE,9405299,1,20,2021
1600047732,70000740,"RL CC 8244/000 1220X5,8-15,25M 00",LIB,,3801,ZNER,CNM Embalagem Rolos,3823000279,50,240,ROL,TRUE,5/13/2021,5/21/2021,5/22/2021,1,10,EMBALAR EM BRANCOS,ZLIB,CNMVSMEB,40.52,40.52,H,5.923,1,90301125,ME DISCO CARTÃO 350MM,,240,PL,FALSE,9405299,2,20,2021
1600047732,70000740,"RL CC 8244/000 1220X5,8-15,25M 00",LIB,,3801,ZNER,CNM Embalagem Rolos,3823000279,50,240,ROL,TRUE,5/13/2021,5/21/2021,5/22/2021,1,10,EMBALAR EM BRANCOS,ZLIB,CNMVSMEB,40.52,40.52,H,5.923,1,90301417,ME ETIQ AUTO ADESIVA QEP 72000Q,,240,UN,FALSE,9405299,4,20,2021
1600047732,70000740,"RL CC 8244/000 1220X5,8-15,25M 00",LIB,,3801,ZNER,CNM Embalagem Rolos,3823000279,50,240,ROL,TRUE,5/13/2021,5/21/2021,5/22/2021,1,10,EMBALAR EM BRANCOS,ZLIB,CNMVSMEB,40.52,40.52,H,5.923,1,70006685,"RL CC 8244/000 1220X5,8-15,25M NE",,240,ROL,FALSE,9405299,5,20,2021
1600048932,70000740,"RL CC 8244/000 1220X5,8-15,25M 00",LIB,,3801,ZNER,CNM Embalagem Rolos,3823000294,50,211,ROL,TRUE,5/13/2021,5/21/2021,5/22/2021,1,10,EMBALAR EM BRANCOS,ZLIB,CNMVSMEB,40.52,40.52,H,5.207,1,90300941,ME PF QEP INSTRUÇÕES 711358,,211,UN,FALSE,9554205,3,20,2021
1600048932,70000740,"RL CC 8244/000 1220X5,8-15,25M 00",LIB,,3801,ZNER,CNM Embalagem Rolos,3823000294,50,211,ROL,TRUE,5/13/2021,5/21/2021,5/22/2021,1,10,EMBALAR EM BRANCOS,ZLIB,CNMVSMEB,40.52,40.52,H,5.207,1,90301125,ME DISCO CARTÃO 350MM,,211,PL,FALSE,9554205,2,20,2021
1600048932,70000740,"RL CC 8244/000 1220X5,8-15,25M 00",LIB,,3801,ZNER,CNM Embalagem Rolos,3823000294,50,211,ROL,TRUE,5/13/2021,5/21/2021,5/22/2021,1,10,EMBALAR EM BRANCOS,ZLIB,CNMVSMEB,40.52,40.52,H,5.207,1,90301417,ME ETIQ AUTO ADESIVA QEP 72000Q,,211,UN,FALSE,9554205,4,20,2021
1600048932,70000740,"RL CC 8244/000 1220X5,8-15,25M 00",LIB,,3801,ZNER,CNM Embalagem Rolos,3823000294,50,211,ROL,TRUE,5/13/2021,5/21/2021,5/22/2021,1,10,EMBALAR EM BRANCOS,ZLIB,CNMVSMEB,40.52,40.52,H,5.207,1,90301120,ME DISCO CARTÃO QEP S/IMP 345MM,,211,PL,FALSE,9554205,1,20,2021
1600048932,70000740,"RL CC 8244/000 1220X5,8-15,25M 00",LIB,,3801,ZNER,CNM Embalagem Rolos,3823000294,50,211,ROL,TRUE,5/13/2021,5/21/2021,5/22/2021,1,10,EMBALAR EM BRANCOS,ZLIB,CNMVSMEB,40.52,40.52,H,5.207,1,70006685,"RL CC 8244/000 1220X5,8-15,25M NE",,211,ROL,FALSE,9554205,5,20,2021
1600048933,70006685,"RL CC 8244/000 1220X5,8-15,25M NE",LIB,,3801,ZNVS,CNM VSM,3823000294,50,211,ROL,TRUE,5/13/2021,5/20/2021,5/21/2021,1,10,Laminagem (VSM),ZLIB,CNMVSMRL,40.52,20.26,H,5.207,1,70002818,CL CC 8244 1220X1100 NE,,21.311,CLD,FALSE,9554810,1,20,2021
1600048933,70006685,"RL CC 8244/000 1220X5,8-15,25M NE",LIB,,3801,ZNVS,CNM VSM,3823000294,50,211,ROL,TRUE,5/13/2021,5/20/2021,5/21/2021,1,10,Laminagem (VSM),ZLIB,CNMVSMRL,40.52,20.26,H,5.207,1,90301440,"ME TUBO CARTÃO 1230X76,6X4",,211,UN,FALSE,9554810,2,20,2021
1600060562,70009198,"RL CC 8210/000 1000X2,0- 30M PR",LIB,,3801,ZNER,CNM Embalagem Rolos,3823000410,30,576,ROL,TRUE,5/13/2021,5/21/2021,5/22/2021,1,10,EMBALAR EM BRANCOS,ZLIB,CNMVSMEB,44.8,44.8,H,12.857,1,70009196,"RL CC 8210/000 1000X2,0-30M NE",,576,ROL,FALSE,11275046,4,20,2021
1600060562,70009198,"RL CC 8210/000 1000X2,0- 30M PR",LIB,,3801,ZNER,CNM Embalagem Rolos,3823000410,30,576,ROL,TRUE,5/13/2021,5/21/2021,5/22/2021,1,10,EMBALAR EM BRANCOS,ZLIB,CNMVSMEB,44.8,44.8,H,12.857,1,90301124,ME DISCO CARTÃO 280MM,,1152,UN,FALSE,11275046,3,20,2021
1600060562,70009198,"RL CC 8210/000 1000X2,0- 30M PR",LIB,,3801,ZNER,CNM Embalagem Rolos,3823000410,30,576,ROL,TRUE,5/13/2021,5/21/2021,5/22/2021,1,10,EMBALAR EM BRANCOS,ZLIB,CNMVSMEB,44.8,44.8,H,12.857,1,90300960,ME FOLHETO IPOCORK PROFISSIONAL,,576,UN,FALSE,11275046,2,20,2021
1600060562,70009198,"RL CC 8210/000 1000X2,0- 30M PR",LIB,,3801,ZNER,CNM Embalagem Rolos,3823000410,30,576,ROL,TRUE,5/13/2021,5/21/2021,5/22/2021,1,10,EMBALAR EM BRANCOS,ZLIB,CNMVSMEB,44.8,44.8,H,12.857,1,90301398,ME PALETE HT EURO 1200X800X145 USADAS,,25,PAL,FALSE,11275046,1,20,2021
1600065049,70002186,"RL CC 8245/000 1232X6,0-30,5M 01",LIB,,3801,ZNER,CNM Embalagem Rolos,3823000435,10,36,ROL,TRUE,5/13/2021,5/21/2021,5/22/2021,1,10,EMBALAR EM BRANCOS,ZLIB,CNMVSMEB,19.585,19.585,H,1.838,1,90301113,"ME CARTÃO CANELADO C/1,40MT DE LARGO",,27.72,KG,FALSE,11959843,1,20,2021
1600065049,70002186,"RL CC 8245/000 1232X6,0-30,5M 01",LIB,,3801,ZNER,CNM Embalagem Rolos,3823000435,10,36,ROL,TRUE,5/13/2021,5/21/2021,5/22/2021,1,10,EMBALAR EM BRANCOS,ZLIB,CNMVSMEB,19.585,19.585,H,1.838,1,90301126,ME DISCO CARTÃO 430MM,,72,UN,FALSE,11959843,2,20,2021
1600065049,70002186,"RL CC 8245/000 1232X6,0-30,5M 01",LIB,,3801,ZNER,CNM Embalagem Rolos,3823000435,10,36,ROL,TRUE,5/13/2021,5/21/2021,5/22/2021,1,10,EMBALAR EM BRANCOS,ZLIB,CNMVSMEB,19.585,19.585,H,1.838,1,70006805,"RL CC 8245/000 1232X6,0-30,5M NE",,36,ROL,FALSE,11959843,3,20,2021
1600065049,70002186,"RL CC 8245/000 1232X6,0-30,5M 01",LIB,,3801,ZNER,CNM Embalagem Rolos,3823000435,10,36,ROL,TRUE,5/13/2021,5/21/2021,5/22/2021,1,10,EMBALAR EM BRANCOS,ZLIB,CNMVSMEB,19.585,19.585,H,1.838,1,90300508,ME PALETE HT 1000X1000X131,,9,PAL,FALSE,11959843,4,20,2021
1600065051,70001980,"RL CC 8245/000 1232X3,0-61M 01",LIB,,3801,ZNER,CNM Embalagem Rolos,3823000435,20,10,ROL,TRUE,5/13/2021,5/21/2021,5/22/2021,1,10,EMBALAR EM BRANCOS,ZLIB,CNMVSMEB,14.689,14.689,H,0.681,1,70006806,"RL CC 8245/000 1232X3,0-61M NE",,10,ROL,FALSE,11959716,3,20,2021
1600065051,70001980,"RL CC 8245/000 1232X3,0-61M 01",LIB,,3801,ZNER,CNM Embalagem Rolos,3823000435,20,10,ROL,TRUE,5/13/2021,5/21/2021,5/22/2021,1,10,EMBALAR EM BRANCOS,ZLIB,CNMVSMEB,14.689,14.689,H,0.681,1,90301113,"ME CARTÃO CANELADO C/1,40MT DE LARGO",,7.7,KG,FALSE,11959716,1,20,2021
1600065051,70001980,"RL CC 8245/000 1232X3,0-61M 01",LIB,,3801,ZNER,CNM Embalagem Rolos,3823000435,20,10,ROL,TRUE,5/13/2021,5/21/2021,5/22/2021,1,10,EMBALAR EM BRANCOS,ZLIB,CNMVSMEB,14.689,14.689,H,0.681,1,90301126,ME DISCO CARTÃO 430MM,,20,UN,FALSE,11959716,2,20,2021
1600065051,70001980,"RL CC 8245/000 1232X3,0-61M 01",LIB,,3801,ZNER,CNM Embalagem Rolos,3823000435,20,10,ROL,TRUE,5/13/2021,5/21/2021,5/22/2021,1,10,EMBALAR EM BRANCOS,ZLIB,CNMVSMEB,14.689,14.689,H,0.681,1,90300508,ME PALETE HT 1000X1000X131,,3,PAL,FALSE,11959716,4,20,2021
1600065053,70004319,"RL CC 8210/000 1220X5,8-30M 00",LIB,,3801,ZNER,CNM Embalagem Rolos,3823000435,30,2,ROL,TRUE,5/13/2021,5/21/2021,5/22/2021,1,10,EMBALAR EM BRANCOS,ZLIB,CNMVSMEB,19.911,19.911,H,0.1,1,70006609,"RL CC 8210/000 1220X5,8-30M NE",,2,ROL,FALSE,11960076,6,20,2021
1600065053,70004319,"RL CC 8210/000 1220X5,8-30M 00",LIB,,3801,ZNER,CNM Embalagem Rolos,3823000435,30,2,ROL,TRUE,5/13/2021,5/21/2021,5/22/2021,1,10,EMBALAR EM BRANCOS,ZLIB,CNMVSMEB,19.911,19.911,H,0.1,1,90300519,ME PALETE HT 1280X950X131,,1,PAL,FALSE,11960076,7,20,2021
1600065053,70004319,"RL CC 8210/000 1220X5,8-30M 00",LIB,,3801,ZNER,CNM Embalagem Rolos,3823000435,30,2,ROL,TRUE,5/13/2021,5/21/2021,5/22/2021,1,10,EMBALAR EM BRANCOS,ZLIB,CNMVSMEB,19.911,19.911,H,0.1,1,90301113,"ME CARTÃO CANELADO C/1,40MT DE LARGO",,2.86,KG,FALSE,11960076,4,20,2021
1600065053,70004319,"RL CC 8210/000 1220X5,8-30M 00",LIB,,3801,ZNER,CNM Embalagem Rolos,3823000435,30,2,ROL,TRUE,5/13/2021,5/21/2021,5/22/2021,1,10,EMBALAR EM BRANCOS,ZLIB,CNMVSMEB,19.911,19.911,H,0.1,1,90301126,ME DISCO CARTÃO 430MM,,4,UN,FALSE,11960076,5,20,2021
1600065055,70001556,"RL CC 8245/000 1245X3,0-53M 01",LIB,,3801,ZNER,CNM Embalagem Rolos,3823000435,40,17,ROL,TRUE,5/13/2021,5/21/2021,5/22/2021,1,10,EMBALAR EM BRANCOS,ZLIB,CNMVSMEB,17.038,17.038,H,0.998,1,70008736,"RL CC 8245/000 1245X3,0-53M NE",,17,ROL,FALSE,11959711,3,20,2021
1600065055,70001556,"RL CC 8245/000 1245X3,0-53M 01",LIB,,3801,ZNER,CNM Embalagem Rolos,3823000435,40,17,ROL,TRUE,5/13/2021,5/21/2021,5/22/2021,1,10,EMBALAR EM BRANCOS,ZLIB,CNMVSMEB,17.038,17.038,H,0.998,1,90300519,ME PALETE HT 1280X950X131,,4,PAL,FALSE,11959711,4,20,2021
1600065055,70001556,"RL CC 8245/000 1245X3,0-53M 01",LIB,,3801,ZNER,CNM Embalagem Rolos,3823000435,40,17,ROL,TRUE,5/13/2021,5/21/2021,5/22/2021,1,10,EMBALAR EM BRANCOS,ZLIB,CNMVSMEB,17.038,17.038,H,0.998,1,90301113,"ME CARTÃO CANELADO C/1,40MT DE LARGO",,12.35,KG,FALSE,11959711,1,20,2021
1600065055,70001556,"RL CC 8245/000 1245X3,0-53M 01",LIB,,3801,ZNER,CNM Embalagem Rolos,3823000435,40,17,ROL,TRUE,5/13/2021,5/21/2021,5/22/2021,1,10,EMBALAR EM BRANCOS,ZLIB,CNMVSMEB,17.038,17.038,H,0.998,1,90301126,ME DISCO CARTÃO 430MM,,34,UN,FALSE,11959711,2,20,2021
1600065793,70004317,"RL CC 8210/000 1220X2,9-15,25M 00",LIB,,3801,ZNER,CNM Embalagem Rolos,3823000441,30,80,ROL,TRUE,5/13/2021,5/21/2021,5/22/2021,1,10,EMBALAR EM BRANCOS,ZLIB,CNMVSMEB,29.377,29.377,H,2.723,1,70006611,"RL CC 8210/000 1220X2,9-15,25M NE",,80,ROL,FALSE,12092268,3,20,2021
1600065793,70004317,"RL CC 8210/000 1220X2,9-15,25M 00",LIB,,3801,ZNER,CNM Embalagem Rolos,3823000441,30,80,ROL,TRUE,5/13/2021,5/21/2021,5/22/2021,1,10,EMBALAR EM BRANCOS,ZLIB,CNMVSMEB,29.377,29.377,H,2.723,1,90301118,ME DISCO CARTÃO 250MM,,160,PL,FALSE,12092268,2,20,2021
1600065793,70004317,"RL CC 8210/000 1220X2,9-15,25M 00",LIB,,3801,ZNER,CNM Embalagem Rolos,3823000441,30,80,ROL,TRUE,5/13/2021,5/21/2021,5/22/2021,1,10,EMBALAR EM BRANCOS,ZLIB,CNMVSMEB,29.377,29.377,H,2.723,1,90300519,ME PALETE HT 1280X950X131,,4,PAL,FALSE,12092268,1,20,2021
1600070022,70001615,"RL CC 8245/000 1250X5,2-27,4M 01",LIB,,3801,ZNER,CNM Embalagem Rolos,3823000481,50,70,ROL,TRUE,5/13/2021,5/21/2021,5/22/2021,1,10,EMBALAR EM BRANCOS,ZLIB,CNMVSMEB,25.154,25.154,H,2.783,1,90301126,ME DISCO CARTÃO 430MM,,140,UN,FALSE,12836954,2,20,2021
1600070022,70001615,"RL CC 8245/000 1250X5,2-27,4M 01",LIB,,3801,ZNER,CNM Embalagem Rolos,3823000481,50,70,ROL,TRUE,5/13/2021,5/21/2021,5/22/2021,1,10,EMBALAR EM BRANCOS,ZLIB,CNMVSMEB,25.154,25.154,H,2.783,1,90301113,"ME CARTÃO CANELADO C/1,40MT DE LARGO",,72.38,KG,FALSE,12836954,1,20,2021
1600070022,70001615,"RL CC 8245/000 1250X5,2-27,4M 01",LIB,,3801,ZNER,CNM Embalagem Rolos,3823000481,50,70,ROL,TRUE,5/13/2021,5/21/2021,5/22/2021,1,10,EMBALAR EM BRANCOS,ZLIB,CNMVSMEB,25.154,25.154,H,2.783,1,70008733,"RL CC 8245/000 1250X5,2-27,4M NE",,70,ROL,FALSE,12836954,3,20,2021
1600070022,70001615,"RL CC 8245/000 1250X5,2-27,4M 01",LIB,,3801,ZNER,CNM Embalagem Rolos,3823000481,50,70,ROL,TRUE,5/13/2021,5/21/2021,5/22/2021,1,10,EMBALAR EM BRANCOS,ZLIB,CNMVSMEB,25.154,25.154,H,2.783,1,90300519,ME PALETE HT 1280X950X131,,14,PAL,FALSE,12836954,4,20,2021
1600070024,70002462,"RL CC 8245/T02 1220X5,5-7,4M 01",LIB,,3801,ZNER,CNM Embalagem Rolos,3823000481,80,2,ROL,TRUE,5/13/2021,5/21/2021,5/22/2021,1,10,EMBALAR EM BRANCOS,ZLIB,CNMVSMEB,43,43,H,0.047,1,90301113,"ME CARTÃO CANELADO C/1,40MT DE LARGO",,0.36,KG,FALSE,12836987,1,20,2021
1600070024,70002462,"RL CC 8245/T02 1220X5,5-7,4M 01",LIB,,3801,ZNER,CNM Embalagem Rolos,3823000481,80,2,ROL,TRUE,5/13/2021,5/21/2021,5/22/2021,1,10,EMBALAR EM BRANCOS,ZLIB,CNMVSMEB,43,43,H,0.047,1,90300519,ME PALETE HT 1280X950X131,,1,PAL,FALSE,12836987,2,20,2021
1600070024,70002462,"RL CC 8245/T02 1220X5,5-7,4M 01",LIB,,3801,ZNER,CNM Embalagem Rolos,3823000481,80,2,ROL,TRUE,5/13/2021,5/21/2021,5/22/2021,1,10,EMBALAR EM BRANCOS,ZLIB,CNMVSMEB,43,43,H,0.047,1,70006901,"RL CC 8245/T02 1220X5,5-7,4M NE",,2,ROL,FALSE,12836987,3,20,2021
1600071524,70001381,"RL CC 8245/000 1220X5,0-31M FN",LIB,,3801,ZNER,CNM Embalagem Rolos,3823000494,10,10,ROL,TRUE,5/13/2021,5/21/2021,5/22/2021,1,10,EMBALAR EM BRANCOS,ZLIB,CNMVSMEB,23.123,23.123,H,0.432,1,90300519,ME PALETE HT 1280X950X131,,1,PAL,FALSE,13160141,2,20,2021
1600071524,70001381,"RL CC 8245/000 1220X5,0-31M FN",LIB,,3801,ZNER,CNM Embalagem Rolos,3823000494,10,10,ROL,TRUE,5/13/2021,5/21/2021,5/22/2021,1,10,EMBALAR EM BRANCOS,ZLIB,CNMVSMEB,23.123,23.123,H,0.432,1,90301113,"ME CARTÃO CANELADO C/1,40MT DE LARGO",,7.26,KG,FALSE,13160141,1,20,2021
1600071524,70001381,"RL CC 8245/000 1220X5,0-31M FN",LIB,,3801,ZNER,CNM Embalagem Rolos,3823000494,10,10,ROL,TRUE,5/13/2021,5/21/2021,5/22/2021,1,10,EMBALAR EM BRANCOS,ZLIB,CNMVSMEB,23.123,23.123,H,0.432,1,70000057,"RL CC 8245/000 1220X5,0-31M NE",,10,ROL,FALSE,13160141,3,20,2021
1600074420,70008884,"RL CC 8245/000 1000X0,8 NE",LIB,,3801,ZNRL,CNM ROLOS (LAM),,0,77,M,TRUE,5/13/2021,5/21/2021,5/22/2021,1,10,LAMINAR CILINDROS,ZLIB,CNMLAMRL,240,240,H,0.321,1,70002808,CL CC 8245 1000X1100 NE,,0.075,CLD,FALSE,13674768,1,20,2021
1600057223,70001679,BL CC 8827/000 940X640X250 01,LIB,,3801,ZNEI,CNM Emb Inteiros,3823000375,70,4,BL,TRUE,5/13/2021,5/21/2021,5/22/2021,1,10,EMBALAR,ZLIB,CNMEMBIN,50,50,H,0.08,1,70001632,BL CC 8827/000 940X640X250 NE,,4,BL,FALSE,10693160,1,20,2021
1600057223,70001679,BL CC 8827/000 940X640X250 01,LIB,,3801,ZNEI,CNM Emb Inteiros,3823000375,70,4,BL,TRUE,5/13/2021,5/21/2021,5/22/2021,1,10,EMBALAR,ZLIB,CNMEMBIN,50,50,H,0.08,1,90300519,ME PALETE HT 1280X950X131,,1,PAL,FALSE,10693160,2,20,2021
1600057224,70001773,BL CC 8003/000 940X640X250 02,LIB,,3801,ZNEI,CNM Emb Inteiros,3823000375,90,20,BL,TRUE,5/13/2021,5/21/2021,5/22/2021,1,10,PSEUDO-EMBALAR,ZLIB,CNMEMBIN,50,50,H,0.4,1,70001618,BL CC 8003/000 940X640X250 NE,,20,BL,FALSE,10694885,1,20,2021
1600057224,70001773,BL CC 8003/000 940X640X250 02,LIB,,3801,ZNEI,CNM Emb Inteiros,3823000375,90,20,BL,TRUE,5/13/2021,5/21/2021,5/22/2021,1,10,PSEUDO-EMBALAR,ZLIB,CNMEMBIN,50,50,H,0.4,1,90300519,ME PALETE HT 1280X950X131,,3,PAL,FALSE,10694885,2,20,2021
1600066998,70003950,BL CC 8872/000 940X640X245 CV,LIB,,3801,ZNEI,CNM Emb Inteiros,3820010543,20,80,BL,TRUE,5/13/2021,5/20/2021,5/21/2021,1,10,LIMPAR BLOCO + EMBALAR,ZLIB,CNMLAMPL,40,40,H,2,1,70003937,BL CC 8872/000 940X640X250 NE,,80,BL,FALSE,12344880,2,20,2021
1600066998,70003950,BL CC 8872/000 940X640X245 CV,LIB,,3801,ZNEI,CNM Emb Inteiros,3820010543,20,80,BL,TRUE,5/13/2021,5/20/2021,5/21/2021,1,10,LIMPAR BLOCO + EMBALAR,ZLIB,CNMLAMPL,40,40,H,2,1,90300519,ME PALETE HT 1280X950X131,,5,PAL,FALSE,12344880,1,20,2021
1600072307,70003950,BL CC 8872/000 940X640X245 CV,LIB,,3801,ZNEI,CNM Emb Inteiros,3820011207,20,80,BL,TRUE,5/13/2021,5/21/2021,5/22/2021,1,10,LIMPAR BLOCO + EMBALAR,ZLIB,CNMLAMPL,40,40,H,2,1,70003937,BL CC 8872/000 940X640X250 NE,,80,BL,FALSE,13332814,2,20,2021
1600072307,70003950,BL CC 8872/000 940X640X245 CV,LIB,,3801,ZNEI,CNM Emb Inteiros,3820011207,20,80,BL,TRUE,5/13/2021,5/21/2021,5/22/2021,1,10,LIMPAR BLOCO + EMBALAR,ZLIB,CNMLAMPL,40,40,H,2,1,90300519,ME PALETE HT 1280X950X131,,5,PAL,FALSE,13332814,1,20,2021
1600073385,70000652,BL CC 9431/000 950x650X210 PO,LIB,,3801,ZNEI,CNM Emb Inteiros,3820011310,10,12,BL,TRUE,5/13/2021,5/22/2021,5/22/2021,1,10,PSEUDO-EMBALAR,ZLIB,CNMEMBIN,1000,0,S,0.012,1,70000641,BL CC 9431/000 950x650X210 NE,,12,BL,FALSE,13532707,1,20,2021
1600073385,70000652,BL CC 9431/000 950x650X210 PO,LIB,,3801,ZNEI,CNM Emb Inteiros,3820011310,10,12,BL,TRUE,5/13/2021,5/22/2021,5/22/2021,1,10,PSEUDO-EMBALAR,ZLIB,CNMEMBIN,1000,0,S,0.012,1,90300519,ME PALETE HT 1280X950X131,,1,PAL,FALSE,13532707,2,20,2021
