Ordem,Material,Denominação,Status,Kanban,Centro,Tipo de ordem,Texto breve,Ordem Venda / Transf,Item OV/Transf,Qtd.teórica,UM básica,Consumos Permitidos,Data modif.,Dt-base início,Data-base fim,Versão prod.,Operação,TxtDesc.Oper.,Status Op.,Centro trabalho,Cadência Máquina (h),Cadência Hora (h),Unid.ValStand.,Capacidade Alocada,Núm.partições,Componente,Denominação componente,Lote,Qtd. componente,UM componente,Co-produto,Reserva,Item reserva,Semana,Ano
1600074475,70003995,"PL CI 5085/000 1030X530X3,0 NE",ABER,,3801,ZRPL,CRM Placas,3820011287,10,4480,PL,TRUE,,5/20/2021,5/21/2021,1,10,Cortar Placas,,CNMSHT01,250,250,H,17.92,1,70003995,"PL CI 5085/000 1030X530X3,0 NE",,4480,PL,FALSE,13663566,1,20,2021
1600066568,70008884,"RL CC 8245/000 1000X0,8 NE",ABER,,3801,ZNRL,CNM ROLOS (LAM),,0,76.36,M,TRUE,,5/20/2021,5/21/2021,1,10,LAMINAR CILINDROS,,CNMLAMRL,240,240,H,0.318,1,70002808,CL CC 8245 1000X1100 NE,,0.074,CLD,FALSE,12214057,1,20,2021
1600052602,70001731,"PL CC 8061/000 915X610X3,0 01",LIB,,3801,ZNEP,CNM Embalagem Placas,3820008913,90,100,PL,TRUE,4/29/2021,5/7/2021,5/8/2021,1,10,EMBALAR EM BRANCOS,ZLIB,CNMEMBPL,1920,1920,H,0.052,1,90300519,ME PALETE HT 1280X950X131,,1,PAL,FALSE,10050541,3,18,2021
1600052602,70001731,"PL CC 8061/000 915X610X3,0 01",LIB,,3801,ZNEP,CNM Embalagem Placas,3820008913,90,100,PL,TRUE,4/29/2021,5/7/2021,5/8/2021,1,10,EMBALAR EM BRANCOS,ZLIB,CNMEMBPL,1920,1920,H,0.052,1,70005693,"PL CC 8061/000 915X610X3,0 NE",,100,PL,FALSE,10050541,4,18,2021
1600052602,70001731,"PL CC 8061/000 915X610X3,0 01",LIB,,3801,ZNEP,CNM Embalagem Placas,3820008913,90,100,PL,TRUE,4/29/2021,5/7/2021,5/8/2021,1,10,EMBALAR EM BRANCOS,ZLIB,CNMEMBPL,1920,1920,H,0.052,1,90300611,ME CX (H) 925X625X300/320 18783,,1,CX,FALSE,10050541,1,18,2021
1600052602,70001731,"PL CC 8061/000 915X610X3,0 01",LIB,,3801,ZNEP,CNM Embalagem Placas,3820008913,90,100,PL,TRUE,4/29/2021,5/7/2021,5/8/2021,1,10,EMBALAR EM BRANCOS,ZLIB,CNMEMBPL,1920,1920,H,0.052,1,90300486,"ME MANGA PP ABERTA 1 LADO 790MM 12,5MIC",,0.08,KG,FALSE,10050541,2,18,2021
1600052604,70002322,"PL CC 8061/000 915X610X4,0 03",LIB,,3801,ZNEP,CNM Embalagem Placas,3820008913,100,76,PL,TRUE,4/29/2021,5/7/2021,5/8/2021,1,10,EMBALAR EM BRANCOS,ZLIB,CNMEMBPL,1520,1520,H,0.05,1,90300611,ME CX (H) 925X625X300/320 18783,,1,CX,FALSE,10050560,1,18,2021
1600052604,70002322,"PL CC 8061/000 915X610X4,0 03",LIB,,3801,ZNEP,CNM Embalagem Placas,3820008913,100,76,PL,TRUE,4/29/2021,5/7/2021,5/8/2021,1,10,EMBALAR EM BRANCOS,ZLIB,CNMEMBPL,1520,1520,H,0.05,1,70005694,"PL CC 8061/000 915X610X4,0 NE",,76,PL,FALSE,10050560,3,18,2021
1600052604,70002322,"PL CC 8061/000 915X610X4,0 03",LIB,,3801,ZNEP,CNM Embalagem Placas,3820008913,100,76,PL,TRUE,4/29/2021,5/7/2021,5/8/2021,1,10,EMBALAR EM BRANCOS,ZLIB,CNMEMBPL,1520,1520,H,0.05,1,90300486,"ME MANGA PP ABERTA 1 LADO 790MM 12,5MIC",,0.12,KG,FALSE,10050560,2,18,2021
1600052606,70001734,"PL CC 8061/000 915X610X6,0 01",LIB,,3801,ZNEP,CNM Embalagem Placas,3820008913,110,52,PL,TRUE,4/29/2021,5/7/2021,5/8/2021,1,10,EMBALAR EM BRANCOS,ZLIB,CNMEMBPL,1040,1040,H,0.05,1,90300486,"ME MANGA PP ABERTA 1 LADO 790MM 12,5MIC",,0.12,KG,FALSE,10050542,2,18,2021
1600052606,70001734,"PL CC 8061/000 915X610X6,0 01",LIB,,3801,ZNEP,CNM Embalagem Placas,3820008913,110,52,PL,TRUE,4/29/2021,5/7/2021,5/8/2021,1,10,EMBALAR EM BRANCOS,ZLIB,CNMEMBPL,1040,1040,H,0.05,1,70005696,"PL CC 8061/000 915X610X6,0 NE",,52,PL,FALSE,10050542,3,18,2021
1600052606,70001734,"PL CC 8061/000 915X610X6,0 01",LIB,,3801,ZNEP,CNM Embalagem Placas,3820008913,110,52,PL,TRUE,4/29/2021,5/7/2021,5/8/2021,1,10,EMBALAR EM BRANCOS,ZLIB,CNMEMBPL,1040,1040,H,0.05,1,90300611,ME CX (H) 925X625X300/320 18783,,2,CX,FALSE,10050542,1,18,2021
1600052790,70007790,"PL CC 8123/S21 950X650X18,0 01",LIB,,3801,ZNPE,CNM Placas (c/ EMBL),3820008957,10,130,PL,TRUE,4/29/2021,5/6/2021,5/6/2021,1,10,"LAMINAR + LIXAR EM 18,0 MM + EMBALAR",ZLIB,CNMLAMLX,190,95,H,0.684,1,90300519,ME PALETE HT 1280X950X131,,1,PAL,FALSE,10050684,1,18,2021
1600052790,70007790,"PL CC 8123/S21 950X650X18,0 01",LIB,,3801,ZNPE,CNM Placas (c/ EMBL),3820008957,10,130,PL,TRUE,4/29/2021,5/6/2021,5/6/2021,1,10,"LAMINAR + LIXAR EM 18,0 MM + EMBALAR",ZLIB,CNMLAMLX,190,95,H,0.684,1,70005846,BL CC 8123/ORT 950X650X200 NE,,13.338,BL,FALSE,10050684,2,18,2021
1600052420,70006561,"RL CC 8210/000 1000X4,5-10M NE",LIB,,3801,ZNVS,CNM VSM,3820008750,40,72,ROL,TRUE,5/6/2021,5/13/2021,5/14/2021,1,10,Laminagem (VSM),ZLIB,CNMVSMRL,36,36,H,2,1,70003128,CL CC 8210 1000X1100 NE,,3.705,CLD,FALSE,10051194,1,19,2021
1600052420,70006561,"RL CC 8210/000 1000X4,5-10M NE",LIB,,3801,ZNVS,CNM VSM,3820008750,40,72,ROL,TRUE,5/6/2021,5/13/2021,5/14/2021,1,10,Laminagem (VSM),ZLIB,CNMVSMRL,36,36,H,2,1,90301436,"ME TUBO CARTÃO 1000X76,6X4",,72,UN,FALSE,10051194,2,19,2021
1600052424,70006598,"RL CC 8210/000 1000X2,6 NE",LIB,,3801,ZNMA,CNM MINI ROLOS AUT,3820008753,20,7758.34,M,TRUE,5/12/2021,5/19/2021,5/21/2021,1,10,LAMINAR PARA MINI-ROLOS AUTO,ZLIB,CNMLAMMA,330,330,H,23.51,1,70003128,CL CC 8210 1000X1100 NE,,23.072,CLD,FALSE,10052250,1,20,2021
1600052425,70023152,"RL CC 8210/000 1000X2,6-10M 02",LIB,,3801,ZNER,CNM Embalagem Rolos,3820008753,20,768,ROL,TRUE,5/12/2021,5/20/2021,5/21/2021,1,10,EMBALAR MR AUTO,ZLIB,CNMEMBMA,80,80,H,9.6,1,90300512,ME PALETE HT 1150X760X131,,16,PAL,FALSE,10050720,2,20,2021
1600052425,70023152,"RL CC 8210/000 1000X2,6-10M 02",LIB,,3801,ZNER,CNM Embalagem Rolos,3820008753,20,768,ROL,TRUE,5/12/2021,5/20/2021,5/21/2021,1,10,EMBALAR MR AUTO,ZLIB,CNMEMBMA,80,80,H,9.6,1,90301201,ME PLACA CARTÃO 1300X950,,48,PL,FALSE,10050720,3,20,2021
1600052425,70023152,"RL CC 8210/000 1000X2,6-10M 02",LIB,,3801,ZNER,CNM Embalagem Rolos,3820008753,20,768,ROL,TRUE,5/12/2021,5/20/2021,5/21/2021,1,10,EMBALAR MR AUTO,ZLIB,CNMEMBMA,80,80,H,9.6,1,90300485,ME MANGA PP ABERTA 1 LADO 550MM 25MIC,,23.04,KG,FALSE,10050720,4,20,2021
1600052425,70023152,"RL CC 8210/000 1000X2,6-10M 02",LIB,,3801,ZNER,CNM Embalagem Rolos,3820008753,20,768,ROL,TRUE,5/12/2021,5/20/2021,5/21/2021,1,10,EMBALAR MR AUTO,ZLIB,CNMEMBMA,80,80,H,9.6,1,70006601,"RL CC 8210/000 1000X2,6-10M NE",,768,ROL,FALSE,10050720,1,20,2021
1600052642,70003895,"RL CC 8210/000 1000X1,8-10M LL",LIB,,3801,ZNER,CNM Embalagem Rolos,3820008836,10,2480,ROL,TRUE,5/13/2021,5/20/2021,5/21/2021,1,10,EMBALAR EM BRANCOS,ZLIB,CNMEMBMA,134,134,H,18.507,1,70006592,"RL CC 8210/000 1000X1,8-10M NE",,2480,ROL,FALSE,10063227,6,20,2021
1600052642,70003895,"RL CC 8210/000 1000X1,8-10M LL",LIB,,3801,ZNER,CNM Embalagem Rolos,3820008836,10,2480,ROL,TRUE,5/13/2021,5/20/2021,5/21/2021,1,10,EMBALAR EM BRANCOS,ZLIB,CNMEMBMA,134,134,H,18.507,1,90300484,ME MANGA PP ABERTA 1 LADO 450MM 25MIC,,62,KG,FALSE,10063227,3,20,2021
1600052642,70003895,"RL CC 8210/000 1000X1,8-10M LL",LIB,,3801,ZNER,CNM Embalagem Rolos,3820008836,10,2480,ROL,TRUE,5/13/2021,5/20/2021,5/21/2021,1,10,EMBALAR EM BRANCOS,ZLIB,CNMEMBMA,134,134,H,18.507,1,90301363,ME CX (H) 1100X770X200 56011-N,,93,CX,FALSE,10063227,2,20,2021
1600052642,70003895,"RL CC 8210/000 1000X1,8-10M LL",LIB,,3801,ZNER,CNM Embalagem Rolos,3820008836,10,2480,ROL,TRUE,5/13/2021,5/20/2021,5/21/2021,1,10,EMBALAR EM BRANCOS,ZLIB,CNMEMBMA,134,134,H,18.507,1,90301362,ME CX (H) 1100X770X200 56011-G,,93,CX,FALSE,10063227,1,20,2021
1600052642,70003895,"RL CC 8210/000 1000X1,8-10M LL",LIB,,3801,ZNER,CNM Embalagem Rolos,3820008836,10,2480,ROL,TRUE,5/13/2021,5/20/2021,5/21/2021,1,10,EMBALAR EM BRANCOS,ZLIB,CNMEMBMA,134,134,H,18.507,1,90300646,ME PF GO4CORK UNDERLAY NATURE 2MM 10M,,2480,UN,FALSE,10063227,5,20,2021
1600052642,70003895,"RL CC 8210/000 1000X1,8-10M LL",LIB,,3801,ZNER,CNM Embalagem Rolos,3820008836,10,2480,ROL,TRUE,5/13/2021,5/20/2021,5/21/2021,1,10,EMBALAR EM BRANCOS,ZLIB,CNMEMBMA,134,134,H,18.507,1,90300512,ME PALETE HT 1150X760X131,,31,PAL,FALSE,10063227,4,20,2021
1600052337,70014000,"PL CC 8405/000 1000X500X5,0 02",LIB,,3801,ZNEP,CNM Embalagem Placas,3820008738,20,4608,PL,TRUE,5/13/2021,5/21/2021,5/22/2021,1,10,EMBALAR,ZLIB,CNMEMBPL,1200,1200,H,3.84,1,70005789,"PL CC 8405/000 1000X500X5,0 NE",,4608,PL,FALSE,10050696,1,20,2021
1600052337,70014000,"PL CC 8405/000 1000X500X5,0 02",LIB,,3801,ZNEP,CNM Embalagem Placas,3820008738,20,4608,PL,TRUE,5/13/2021,5/21/2021,5/22/2021,1,10,EMBALAR,ZLIB,CNMEMBPL,1200,1200,H,3.84,1,90300618,ME CX (F) 1035X535X160 19910,,144,CX,FALSE,10050696,2,20,2021
1600052337,70014000,"PL CC 8405/000 1000X500X5,0 02",LIB,,3801,ZNEP,CNM Embalagem Placas,3820008738,20,4608,PL,TRUE,5/13/2021,5/21/2021,5/22/2021,1,10,EMBALAR,ZLIB,CNMEMBPL,1200,1200,H,3.84,1,90300508,ME PALETE HT 1000X1000X131,,12,PAL,FALSE,10050696,3,20,2021
1600052337,70014000,"PL CC 8405/000 1000X500X5,0 02",LIB,,3801,ZNEP,CNM Embalagem Placas,3820008738,20,4608,PL,TRUE,5/13/2021,5/21/2021,5/22/2021,1,10,EMBALAR,ZLIB,CNMEMBPL,1200,1200,H,3.84,1,90300760,ME PF ACOUSTICORK T61,,144,UN,FALSE,10050696,4,20,2021
1600052335,70005787,"PL CC 8405/000 1000X500X3,0 NE",LIB,,3801,ZNPL,CNM PLACAS (LAM/SER/LIX),3820008738,10,22464,PL,TRUE,5/13/2021,5/20/2021,5/22/2021,1,10,"LAMINAR EM  3,0 mm",ZLIB,CNMLAMPL,620,620,H,36.232,1,70005527,BL CC 8405/ORT 1000X500X210 NE,,324.863,BL,FALSE,10050910,1,20,2021
1600052906,70007034,"PL CI 5404/PAK 915X610X5,0 NE",LIB,,3801,ZNPL,CNM PLACAS (LAM/SER/LIX),3823000326,60,5700,PL,TRUE,5/13/2021,5/19/2021,5/21/2021,1,10,LAMINAGEM DE BLOCOS,ZLIB,CNMLAMPL,250,250,H,22.8,1,70007153,BL CI 5404/ORT 915X610X200 NE,,146.775,BL,FALSE,10051435,2,20,2021
1600052544,70003895,"RL CC 8210/000 1000X1,8-10M LL",LIB,,3801,ZNER,CNM Embalagem Rolos,3820008834,10,2480,ROL,TRUE,5/13/2021,5/20/2021,5/21/2021,1,10,EMBALAR EM BRANCOS,ZLIB,CNMEMBMA,134,134,H,18.507,1,90300484,ME MANGA PP ABERTA 1 LADO 450MM 25MIC,,62,KG,FALSE,10050589,3,20,2021
1600052544,70003895,"RL CC 8210/000 1000X1,8-10M LL",LIB,,3801,ZNER,CNM Embalagem Rolos,3820008834,10,2480,ROL,TRUE,5/13/2021,5/20/2021,5/21/2021,1,10,EMBALAR EM BRANCOS,ZLIB,CNMEMBMA,134,134,H,18.507,1,90301362,ME CX (H) 1100X770X200 56011-G,,93,CX,FALSE,10050589,1,20,2021
1600052544,70003895,"RL CC 8210/000 1000X1,8-10M LL",LIB,,3801,ZNER,CNM Embalagem Rolos,3820008834,10,2480,ROL,TRUE,5/13/2021,5/20/2021,5/21/2021,1,10,EMBALAR EM BRANCOS,ZLIB,CNMEMBMA,134,134,H,18.507,1,70006592,"RL CC 8210/000 1000X1,8-10M NE",,2480,ROL,FALSE,10050589,6,20,2021
1600052544,70003895,"RL CC 8210/000 1000X1,8-10M LL",LIB,,3801,ZNER,CNM Embalagem Rolos,3820008834,10,2480,ROL,TRUE,5/13/2021,5/20/2021,5/21/2021,1,10,EMBALAR EM BRANCOS,ZLIB,CNMEMBMA,134,134,H,18.507,1,90300512,ME PALETE HT 1150X760X131,,31,PAL,FALSE,10050589,4,20,2021
1600052544,70003895,"RL CC 8210/000 1000X1,8-10M LL",LIB,,3801,ZNER,CNM Embalagem Rolos,3820008834,10,2480,ROL,TRUE,5/13/2021,5/20/2021,5/21/2021,1,10,EMBALAR EM BRANCOS,ZLIB,CNMEMBMA,134,134,H,18.507,1,90301363,ME CX (H) 1100X770X200 56011-N,,93,CX,FALSE,10050589,2,20,2021
1600052544,70003895,"RL CC 8210/000 1000X1,8-10M LL",LIB,,3801,ZNER,CNM Embalagem Rolos,3820008834,10,2480,ROL,TRUE,5/13/2021,5/20/2021,5/21/2021,1,10,EMBALAR EM BRANCOS,ZLIB,CNMEMBMA,134,134,H,18.507,1,90300646,ME PF GO4CORK UNDERLAY NATURE 2MM 10M,,2480,UN,FALSE,10050589,5,20,2021
1600031963,70006455,"RL CC M 8231/000 1000X2,6 NE",LIB,,3801,ZNRL,CNM ROLOS (LAM),3820006877,10,7436.8,M,TRUE,5/13/2021,5/19/2021,5/21/2021,1,10,"LAMINAR EM  2,6 mm",ZLIB,CNMLAMRL,275,275,H,27.043,1,70002809,CL CC M 8231 1000X1100 NE,,22.138,CLD,FALSE,7363903,1,20,2021
1600031965,70005338,"PL CC M 8231/000 2300X1000X2,6 01",LIB,,3801,ZNSH,CNM SHEETER,3820006877,20,800,PL,TRUE,5/13/2021,5/20/2021,5/20/2021,1,10,CORTAR FOLHAS + EMBALAR,ZLIB,CNMSHT02,120,80,H,6.667,1,90301255,ME PLACA MDF 2310X1010X5,,2,PL,FALSE,7363414,2,20,2021
1600031965,70005338,"PL CC M 8231/000 2300X1000X2,6 01",LIB,,3801,ZNSH,CNM SHEETER,3820006877,20,800,PL,TRUE,5/13/2021,5/20/2021,5/20/2021,1,10,CORTAR FOLHAS + EMBALAR,ZLIB,CNMSHT02,120,80,H,6.667,1,90301104,ME BARROTE 930X70X50,,11,UN,FALSE,7363414,4,20,2021
1600031965,70005338,"PL CC M 8231/000 2300X1000X2,6 01",LIB,,3801,ZNSH,CNM SHEETER,3820006877,20,800,PL,TRUE,5/13/2021,5/20/2021,5/20/2021,1,10,CORTAR FOLHAS + EMBALAR,ZLIB,CNMSHT02,120,80,H,6.667,1,90301111,ME CANTONEIRA CARTÃO 900X40X40X3,,17,UN,FALSE,7363414,5,20,2021
1600031965,70005338,"PL CC M 8231/000 2300X1000X2,6 01",LIB,,3801,ZNSH,CNM SHEETER,3820006877,20,800,PL,TRUE,5/13/2021,5/20/2021,5/20/2021,1,10,CORTAR FOLHAS + EMBALAR,ZLIB,CNMSHT02,120,80,H,6.667,1,70006455,"RL CC M 8231/000 1000X2,6 NE",,1859.2,M,FALSE,7363414,3,20,2021
1600031965,70005338,"PL CC M 8231/000 2300X1000X2,6 01",LIB,,3801,ZNSH,CNM SHEETER,3820006877,20,800,PL,TRUE,5/13/2021,5/20/2021,5/20/2021,1,10,CORTAR FOLHAS + EMBALAR,ZLIB,CNMSHT02,120,80,H,6.667,1,90301256,ME PLACA MDF 2320X1020X19,,2,PL,FALSE,7363414,1,20,2021
1600031966,70006455,"RL CC M 8231/000 1000X2,6 NE",LIB,,3801,ZNRL,CNM ROLOS (LAM),3820006877,20,1859.2,M,TRUE,5/13/2021,5/20/2021,5/21/2021,1,10,"LAMINAR EM  2,6 mm",ZLIB,CNMLAMRL,275,275,H,6.761,1,70002809,CL CC M 8231 1000X1100 NE,,5.535,CLD,FALSE,7363904,1,20,2021
1600052333,70005787,"PL CC 8405/000 1000X500X3,0 NE",LIB,,3801,ZNPL,CNM PLACAS (LAM/SER/LIX),3820008737,10,22464,PL,TRUE,5/6/2021,5/13/2021,5/15/2021,1,10,"LAMINAR EM  3,0 mm",ZLIB,CNMLAMPL,620,620,H,36.232,1,70005527,BL CC 8405/ORT 1000X500X210 NE,,324.863,BL,FALSE,10050909,1,19,2021
1600042106,70002527,"RL CC 8245/000 1020X2,8-360M VI",LIB,,3801,ZNLE,CNM Rolos (LAM + EMBL),3820007865,10,44,ROL,TRUE,5/10/2021,5/19/2021,5/22/2021,1,10,"LAMINAR EM 2,8 MM + EMBALAR",ZLIB,CNMLAMRL,0.96,0.96,H,45.833,1,90301128,ME DISCO CARTÃO 880MM,,88,UN,FALSE,8768675,4,20,2021
1600042106,70002527,"RL CC 8245/000 1020X2,8-360M VI",LIB,,3801,ZNLE,CNM Rolos (LAM + EMBL),3820007865,10,44,ROL,TRUE,5/10/2021,5/19/2021,5/22/2021,1,10,"LAMINAR EM 2,8 MM + EMBALAR",ZLIB,CNMLAMRL,0.96,0.96,H,45.833,1,90301437,"ME TUBO CARTÃO 1020X76,6X6",,44,UN,FALSE,8768675,5,20,2021
1600042106,70002527,"RL CC 8245/000 1020X2,8-360M VI",LIB,,3801,ZNLE,CNM Rolos (LAM + EMBL),3820007865,10,44,ROL,TRUE,5/10/2021,5/19/2021,5/22/2021,1,10,"LAMINAR EM 2,8 MM + EMBALAR",ZLIB,CNMLAMRL,0.96,0.96,H,45.833,1,90300514,ME PALETE HT 1200X1200X131,,22,PAL,FALSE,8768675,3,20,2021
1600042106,70002527,"RL CC 8245/000 1020X2,8-360M VI",LIB,,3801,ZNLE,CNM Rolos (LAM + EMBL),3820007865,10,44,ROL,TRUE,5/10/2021,5/19/2021,5/22/2021,1,10,"LAMINAR EM 2,8 MM + EMBALAR",ZLIB,CNMLAMRL,0.96,0.96,H,45.833,1,90301113,"ME CARTÃO CANELADO C/1,40MT DE LARGO",,110,KG,FALSE,8768675,2,20,2021
1600042106,70002527,"RL CC 8245/000 1020X2,8-360M VI",LIB,,3801,ZNLE,CNM Rolos (LAM + EMBL),3820007865,10,44,ROL,TRUE,5/10/2021,5/19/2021,5/22/2021,1,10,"LAMINAR EM 2,8 MM + EMBALAR",ZLIB,CNMLAMRL,0.96,0.96,H,45.833,1,70002808,CL CC 8245 1000X1100 NE,,53.847,CLD,FALSE,8768675,1,20,2021
1600023323,70003976,"PL CC 8003/S21 940X640X89,0 CV",LIB,,3801,ZNPE,CNM Placas (c/ EMBL),3820005229,50,500,PL,TRUE,5/13/2021,5/20/2021,5/21/2021,1,10,"LIXAR EM 89,0 MM + EMBALAR",ZLIB,CNMLAMLX,60,30,H,8.333,1,90300519,ME PALETE HT 1280X950X131,,12,PAL,FALSE,6084313,1,20,2021
1600023323,70003976,"PL CC 8003/S21 940X640X89,0 CV",LIB,,3801,ZNPE,CNM Placas (c/ EMBL),3820005229,50,500,PL,TRUE,5/13/2021,5/20/2021,5/21/2021,1,10,"LIXAR EM 89,0 MM + EMBALAR",ZLIB,CNMLAMLX,60,30,H,8.333,1,70011694,"PL CC 8003/000 940X640X91,0 NE",,500,PL,FALSE,6084313,2,20,2021
1600024689,70007789,"PL CC 8405/S21 940X640X44,0 01",LIB,,3801,ZNPE,CNM Placas (c/ EMBL),3820005546,210,1020,PL,TRUE,5/6/2021,5/14/2021,5/14/2021,1,10,"LIXAR EM 44,0 MM + EMBALAR",ZLIB,CNMLAMLX,80,40,H,12.75,1,70007787,"PL CC 8405/000 940X640X46,0 NE",,1020,PL,FALSE,6237155,3,19,2021
1600024689,70007789,"PL CC 8405/S21 940X640X44,0 01",LIB,,3801,ZNPE,CNM Placas (c/ EMBL),3820005546,210,1020,PL,TRUE,5/6/2021,5/14/2021,5/14/2021,1,10,"LIXAR EM 44,0 MM + EMBALAR",ZLIB,CNMLAMLX,80,40,H,12.75,1,90301201,ME PLACA CARTÃO 1300X950,,34,PL,FALSE,6237155,2,19,2021
1600024689,70007789,"PL CC 8405/S21 940X640X44,0 01",LIB,,3801,ZNPE,CNM Placas (c/ EMBL),3820005546,210,1020,PL,TRUE,5/6/2021,5/14/2021,5/14/2021,1,10,"LIXAR EM 44,0 MM + EMBALAR",ZLIB,CNMLAMLX,80,40,H,12.75,1,90300519,ME PALETE HT 1280X950X131,,18,PAL,FALSE,6237155,1,19,2021
1600056787,70004317,"RL CC 8210/000 1220X2,9-15,25M 00",LIB,,3801,ZNER,CNM Embalagem Rolos,3823000367,30,60,ROL,TRUE,5/13/2021,5/21/2021,5/22/2021,1,10,EMBALAR EM BRANCOS,ZLIB,CNMVSMEB,29.377,29.377,H,2.042,1,70006611,"RL CC 8210/000 1220X2,9-15,25M NE",,60,ROL,FALSE,10648089,3,20,2021
1600056787,70004317,"RL CC 8210/000 1220X2,9-15,25M 00",LIB,,3801,ZNER,CNM Embalagem Rolos,3823000367,30,60,ROL,TRUE,5/13/2021,5/21/2021,5/22/2021,1,10,EMBALAR EM BRANCOS,ZLIB,CNMVSMEB,29.377,29.377,H,2.042,1,90301118,ME DISCO CARTÃO 250MM,,120,PL,FALSE,10648089,2,20,2021
1600056787,70004317,"RL CC 8210/000 1220X2,9-15,25M 00",LIB,,3801,ZNER,CNM Embalagem Rolos,3823000367,30,60,ROL,TRUE,5/13/2021,5/21/2021,5/22/2021,1,10,EMBALAR EM BRANCOS,ZLIB,CNMVSMEB,29.377,29.377,H,2.042,1,90300519,ME PALETE HT 1280X950X131,,3,PAL,FALSE,10648089,1,20,2021
1600056793,70004317,"RL CC 8210/000 1220X2,9-15,25M 00",LIB,,3801,ZNER,CNM Embalagem Rolos,3823000376,30,60,ROL,TRUE,5/13/2021,5/21/2021,5/22/2021,1,10,EMBALAR EM BRANCOS,ZLIB,CNMVSMEB,29.377,29.377,H,2.042,1,90300519,ME PALETE HT 1280X950X131,,3,PAL,FALSE,10648090,1,20,2021
1600056793,70004317,"RL CC 8210/000 1220X2,9-15,25M 00",LIB,,3801,ZNER,CNM Embalagem Rolos,3823000376,30,60,ROL,TRUE,5/13/2021,5/21/2021,5/22/2021,1,10,EMBALAR EM BRANCOS,ZLIB,CNMVSMEB,29.377,29.377,H,2.042,1,90301118,ME DISCO CARTÃO 250MM,,120,PL,FALSE,10648090,2,20,2021
1600056793,70004317,"RL CC 8210/000 1220X2,9-15,25M 00",LIB,,3801,ZNER,CNM Embalagem Rolos,3823000376,30,60,ROL,TRUE,5/13/2021,5/21/2021,5/22/2021,1,10,EMBALAR EM BRANCOS,ZLIB,CNMVSMEB,29.377,29.377,H,2.042,1,70006611,"RL CC 8210/000 1220X2,9-15,25M NE",,60,ROL,FALSE,10648090,3,20,2021
1600056370,70000184,"PL CC 8827/000 915X610X5,0 02",LIB,,3801,ZNEP,CNM Embalagem Placas,3820009338,10,240,PL,TRUE,5/13/2021,5/20/2021,5/21/2021,1,10,EMBALAR EM BRANCOS,ZLIB,CNMEMBPL,1200,1200,H,0.2,1,90301311,ME CX (H1) 925X625X300/320 18783-G,,4,CX,FALSE,10636856,1,20,2021
1600056370,70000184,"PL CC 8827/000 915X610X5,0 02",LIB,,3801,ZNEP,CNM Embalagem Placas,3820009338,10,240,PL,TRUE,5/13/2021,5/20/2021,5/21/2021,1,10,EMBALAR EM BRANCOS,ZLIB,CNMEMBPL,1200,1200,H,0.2,1,70010446,"PL CC 8827/000  915X610X5,0  NE",,240,PL,FALSE,10636856,2,20,2021
1600056372,70000707,"PL CC 8827/000 915X610X10,0 00",LIB,,3801,ZNEP,CNM Embalagem Placas,3820009338,20,160,PL,TRUE,5/13/2021,5/20/2021,5/21/2021,1,10,EMBALAR EM BRANCOS,ZLIB,CNMEMBPL,640,640,H,0.25,1,90300486,"ME MANGA PP ABERTA 1 LADO 790MM 12,5MIC",,0.57,KG,FALSE,10636874,2,20,2021
1600056372,70000707,"PL CC 8827/000 915X610X10,0 00",LIB,,3801,ZNEP,CNM Embalagem Placas,3820009338,20,160,PL,TRUE,5/13/2021,5/20/2021,5/21/2021,1,10,EMBALAR EM BRANCOS,ZLIB,CNMEMBPL,640,640,H,0.25,1,90300519,ME PALETE HT 1280X950X131,,1,PAL,FALSE,10636874,3,20,2021
1600056372,70000707,"PL CC 8827/000 915X610X10,0 00",LIB,,3801,ZNEP,CNM Embalagem Placas,3820009338,20,160,PL,TRUE,5/13/2021,5/20/2021,5/21/2021,1,10,EMBALAR EM BRANCOS,ZLIB,CNMEMBPL,640,640,H,0.25,1,70005827,"PL CC 8827/000 915X610X10,0 NE",,160,PL,FALSE,10636874,4,20,2021
1600056372,70000707,"PL CC 8827/000 915X610X10,0 00",LIB,,3801,ZNEP,CNM Embalagem Placas,3820009338,20,160,PL,TRUE,5/13/2021,5/20/2021,5/21/2021,1,10,EMBALAR EM BRANCOS,ZLIB,CNMEMBPL,640,640,H,0.25,1,90301311,ME CX (H1) 925X625X300/320 18783-G,,5,CX,FALSE,10636874,1,20,2021
1600056453,70010480,"PL CC 8826/000  915X610X30,0 VA",LIB,,3801,ZNEP,CNM Embalagem Placas,3820009361,30,10,PL,TRUE,5/13/2021,5/20/2021,5/21/2021,1,10,EMBALAR EM BRANCOS,ZLIB,CNMEMBPL,200,200,H,0.05,1,90300486,"ME MANGA PP ABERTA 1 LADO 790MM 12,5MIC",,0.12,KG,FALSE,10637031,2,20,2021
1600056453,70010480,"PL CC 8826/000  915X610X30,0 VA",LIB,,3801,ZNEP,CNM Embalagem Placas,3820009361,30,10,PL,TRUE,5/13/2021,5/20/2021,5/21/2021,1,10,EMBALAR EM BRANCOS,ZLIB,CNMEMBPL,200,200,H,0.05,1,90300611,ME CX (H) 925X625X300/320 18783,,1,CX,FALSE,10637031,1,20,2021
