,semana,of,descricao material,descricao consumo,ct
227,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
228,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
229,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
230,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
231,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
232,18,1600052682,"PL CC 8405/S21 940X640X9,7 NE",BL CC 8405/ORT 940X640X250 NE,CNMLAMLX
233,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
234,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
235,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
236,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
237,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
238,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
239,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
240,18,1600071778,"PL CC M 8405/S21 940X640X6,0 NE",BL CC M 8405/000 940X640X250 NE,CNMLAMLX
241,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
242,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
243,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
244,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
245,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
246,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
247,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
248,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
249,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
250,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
251,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
252,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
253,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
254,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
255,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
256,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
257,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
258,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
259,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
260,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
261,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
262,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
263,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
264,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
265,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
266,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
267,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
268,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
269,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
270,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
271,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
272,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
273,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
274,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
275,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
276,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
277,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
278,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
279,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
280,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
281,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
282,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
283,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
284,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
285,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
286,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
287,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
288,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
289,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
290,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
291,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
292,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
293,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
294,19,1600056542,"PL CC 8745/S21 800X600X9,7 NE",BL CC 8745/000 800X600X210 NE,CNMLAMLX
295,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
296,18,1600071784,"PL CC 8826/S21 940X640X6,0 NE",BL CC 8826/000 940X640X250 NE,CNMLAMLX
297,18,1600071786,"PL CC 8826/S21 940X640X6,0 NE",BL CC 8826/000 940X640X250 NE,CNMLAMLX
298,18,1600071783,"PL CC 8826/S21 940X640X6,0 NE",BL CC 8826/000 940X640X250 NE,CNMLAMLX
299,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
300,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
301,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
302,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
303,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
304,19,1600023189,"PL CC 8872/S21 940X640X75,0 CV",ME PLACA CARTÃO 1300X950,CNMLAMLX
305,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
306,19,1600072140,"PL CC 8405/S11 940X640X4,0 NE",BL CC 8405/ORT 940X640X250 NE,CNMLAMLX
307,19,1600066480,PL CC 8405/S21 940X640X100 NE,PL CC 8405/000 950X650X102 NE,CNMLAMLX
308,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
309,18,1600057534,"PL CC P050/S21 1270X765X8,0 NE",BL CC P050/000 1270X762X140,CNMLAMLX
310,18,1600061878,"PL CC P050/S21 1270X765X8,5 NE",BL CC P050/000 1270X762X140,CNMLAMLX
311,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
312,19,1600072141,"PL CI 5084/S11 950X650X4,0 NE",BL CI 5084/000 950X650X200 NE,CNMLAMLX
313,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
314,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
315,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
316,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
317,19,1600070044,"PL CC 8003/S11 940X640X4,0 ZZ",BL CC 8003/000 940X640X250 NE,CNMLAMLX
318,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
319,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
320,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
321,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
322,19,1600063578,"PL CC 8004/S21 940X640X25,0 NE",BL CC 8004/ORT 940X640X250 NE,CNMLAMLX
323,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
324,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
325,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
326,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
327,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
328,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
329,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
330,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
331,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
332,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
333,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
334,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
335,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
336,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
337,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
338,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
339,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
340,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
341,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
342,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
343,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
344,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
345,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
346,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
347,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
348,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
349,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
350,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
351,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
352,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
353,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
354,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
355,19,1600066447,"PL CC 8405/S21 940X640X25,0 NE",BL CC 8405/ORT 940X640X250 NE,CNMLAMLX
356,19,1600061332,"PL CC 8405/S21 940X640X44,0 01","PL CC 8405/000 940X640X46,0 NE",CNMLAMLX
357,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
358,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
359,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
360,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
361,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
362,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
363,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
364,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
365,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
366,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
367,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
368,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
369,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
370,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
371,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
372,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
373,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
374,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
375,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
376,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
377,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
378,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
379,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
380,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
381,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
382,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
383,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
384,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
385,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
386,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
387,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
388,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
389,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
390,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
391,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
392,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
393,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
394,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
395,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
396,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
397,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
398,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
399,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
400,19,1600024689,"PL CC 8405/S21 940X640X44,0 01",ME PALETE HT 1280X950X131,CNMLAMLX
401,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
402,19,1600068062,"PL CC 8405/S21 940X640X9,7 NE",BL CC 8405/ORT 940X640X250 NE,CNMLAMLX
403,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
404,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
405,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
406,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
407,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
408,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
409,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
410,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
411,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
412,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
413,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
414,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
415,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
416,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
417,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
418,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
419,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
420,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
421,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
422,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
423,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
424,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
425,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
426,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
427,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
428,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
429,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
430,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
431,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
432,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
433,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
434,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
435,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
436,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
437,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
438,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
439,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
440,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
441,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
442,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
443,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
444,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
445,17,1600058981,"PL CC 0084/S22 1830X635X3,1 NE","PL CC 0084/000 1830X635X3,6 NE",CNMLAMLX
